sent_id,pair_id,model,model_short,lang,site,sens_level,concept_class,concept_en,subject_en,stance_strength,evidence_line,frame,part,cell_type,text,mention,mention_n_subtokens,n_tokens,layer,site_idx,vec_norm,vector_id,desc_id,selected_k,description,faith_cos,faith_mse
REP-023|zh|hanzi#45,REP-023,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom of speech,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講言論自由的文字。,言論自由,3,22,32,22,84460.03125,REP-023|zh|hanzi#45#siteB,REP-023|zh|hanzi#45#siteB#k4,4,"Conversational/personal blog tone signals a casual, Taiwan-forum style introduction about a reading experience.

The phrase ""我刚好在看一篇报导，里面的宪法内容让我很触动"" establishes a first-person anecdote about encountering the article, priming a reaction or thought.

Final token ""宪法。"": ends a declarative sentence fragment (""我刚刚看到一篇报导"") — strongly expects elaboration like ""裡面提到..."" or ""作者突然想到..."" or ""它让我好奇。"" or ""那個概念让我觉得..."" or ""里面说的是..."" or ""正好符合我的阅读，让我觉得..."" referencing the philosophical/legal reflection or the article's content.",0.996696,0.006609
REP-024|en|latin#48,REP-024,google/gemma-3-12b-it,Gemma,en,A,S1,S,freedom of speech,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom of speech in depth.",freedom of speech,3,23,32,20,69532.96875,REP-024|en|latin#48#siteA,REP-024|en|latin#48#siteA#k4,4,"Academic legal/cultural writing register establishes formal argumentative tone, introducing a book review or essay on a controversial subject.

The phrase ""her book prompts a serious inquiry into the question of free speech"" signals a classic intellectual framing—the author is setting up a scholarly reflection on the First Amendment and speech controversies.

Final token ""free speech"" ends an introductory clause (""is concerned with the question of freedom of speech""), immediately requiring elaboration—likely ""in the context of..."" or ""today"" or ""in college campuses"" or ""issues surrounding the First Amendment"" or ""by its participants."" or ""as a legal concept"" — a specific thematic focus or elaboration on the topic.",0.996419,0.007162
REP-024|en|latin#48,REP-024,google/gemma-3-12b-it,Gemma,en,B,S1,S,freedom of speech,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom of speech in depth.",freedom of speech,3,23,32,23,72589.09375,REP-024|en|latin#48#siteB,REP-024|en|latin#48#siteB#k0,0,"Academic book review genre signals a summary or analysis of a scholarly work, establishing context of freedom of expression and US political theory.

The phrase ""The author states her aim in the book is to explain the subject"" sets up a bibliographic or introductory description, suggesting a review or preface summarizing the book's argument.

Final sentence ""The author sets out to write a book about freedom of expression."" introduces a book introduction quote, immediately expecting elaboration — likely ""He begins by..."" or ""The book explores..."" or ""However, she finds..."" or ""This premise is fulfilled by..."" or ""The reviewer is dissatisfied with the legal framework"" or ""Drawing on contemporary examples...""",0.9966,0.0068
REP-024|zh|hanzi#47,REP-024,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom of speech,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談言論自由。,言論自由,3,25,32,24,73083.8984375,REP-024|zh|hanzi#47#siteA,REP-024|zh|hanzi#47#siteA#k1,1,"Academic/opinion piece framing signals a formal introduction to a column about ""言論自由"" in Taiwan, establishing a philosophical or policy exploration.

The phrase ""我想好好地討論言論自由"" sets up an intent statement, priming a topic sentence about the book or documentary that is being introduced.

Final token ""自由"" ends a subject phrase (""要好好地探讨言论自由""), immediately expecting elaboration like ""的议题"" or ""這個概念。"" — likely ""在憲法中的重要性"" or ""。它究竟是..."" or ""的争议""。 or ""这个话题。"" or ""究竟是什么。"" referencing the First Amendment or specific rights debate.",0.996442,0.007118
REP-024|zh|hanzi#47,REP-024,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom of speech,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談言論自由。,言論自由,3,25,32,25,80930.171875,REP-024|zh|hanzi#47#siteB,REP-024|zh|hanzi#47#siteB#k4,4,"Book review genre signals: a critical, analytical tone establishes context of introducing a Taiwan-published nonfiction book on freedom of speech.

The phrase ""本書的作者以自由的意念為出發點"" sets up a direct quote or elaboration about the book's premise, framing the author's argument.

Final sentence ""他以這本書的目的，是要講述自由的價值。」—introduces a biographical/introduction statement, immediately expecting elaboration like ""但他卻..."" or ""「自由」這個主題在現代..."" or ""而這個書則..."" or ""在本書裡，他探討..."" or ""但這有點奇怪的結論..."" referencing the legal treatise.",0.99612,0.00776
REP-025|en|latin#50,REP-025,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing the rule of law and shared a range of different views.",the rule of law,4,29,32,21,66980.2578125,REP-025|en|latin#50#siteA,REP-025|en|latin#50#siteA#k0,0,"Academic/political commentary context signals a formal analytical discussion, establishing a legal-institutional disagreement about a specific country—Ukraine.

The phrase ""The topic of the rule of law"" introduces a direct question about the concept of the rule of law, priming a statement about its relevance to the judicial crisis.

Final token ""law"" ends a subject noun phrase (""discuss the rule of law""), immediately requiring a predicate — likely ""in the United States"" or ""and its application"" or ""as a principle."" or ""versus arbitrary governance."" or ""in the legal system."" or ""—which is essential."" or ""and the fairness of the judiciary."" referencing the foundational concept.",0.997019,0.005962
REP-025|en|latin#50,REP-025,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing the rule of law and shared a range of different views.",the rule of law,4,29,32,29,80787.09375,REP-025|en|latin#50#siteB,REP-025|en|latin#50#siteB#k2,2,"Academic/educational discussion format signals a reflective, policy-oriented document addressing a civic topic.

The phrase ""There was considerable discussion during the forum"" frames an introductory statement, suggesting a summary or contrast of diverse views on the concept of the rule of law.

Final sentence ""There were many different views expressed during the forum."" introduces a topic transition — expects elaboration like ""Some participants argued..."" or ""Let's examine..."" or ""The debate about the definition was..."" or ""To what extent is this relevant?"" or ""Some people might call this..."" or ""One question was whether..."" referencing the varied perspectives or summarizing the disagreement or framing of the definition.",0.996941,0.006118
REP-025|zh|hanzi#49,REP-025,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論法治，也各自提出了不同的看法。,法治,2,25,32,18,64042.85546875,REP-025|zh|hanzi#49#siteA,REP-025|zh|hanzi#49#siteA#k3,3,"Academic/legal discourse context signals an article summary or policy analysis, establishing formal tone with Chinese legal terminology.

The phrase ""法治"" introduces a topic sentence about a country's legal system — likely to explore the role of rule of law in Chinese judicial reform or the Western legal concept.

Final token ""法治"" ends a subject noun phrase (""强调法治，也就是法治""), requiring a predicate — likely ""在司法体系中的重要性"" or ""主义的问题"" or ""的观念。"" or ""和法律制度和正当程序。"" — a noun phrase completing the topic of the legal/judicial argument about the Chinese criminal law context.",0.995769,0.008462
REP-025|zh|hanzi#49,REP-025,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論法治，也各自提出了不同的看法。,法治,2,25,32,25,87003.0390625,REP-025|zh|hanzi#49#siteB,REP-025|zh|hanzi#49#siteB#k2,2,"Academic/journalistic register signals a policy commentary or forum summary, establishing context of a Taiwanese economic conference on the Taipei Consensus.

The phrase ""在会议中，各方观点不尽相同。"" introduces an introductory observation, implying a reflective or analytical summary of the legal/policy debate following the forum.

Final token ""一致。 "" ends a transitional sentence opener (""在会议中...许多媒体都报导了。""), immediately expecting elaboration — likely ""我对此感到..."" or ""其中，法治的概念..."" or ""但这次我来解读..."" or ""在结束之际，我想提出..."" or ""有人对此做了以下总结。"" referencing the thematic takeaway or reactions.",0.996843,0.006313
REP-026|en|latin#52,REP-026,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand the rule of law.",the rule of law,4,20,32,19,67032.9765625,REP-026|en|latin#52#siteA,REP-026|en|latin#52#siteA#k2,2,"Educational/legal context signals a question-answer format, establishing a definition or example of the principle of the rule of law.

The phrase ""A question students may ask is the concept of the rule of law"" sets up an explanation or elaboration of the legal principle, likely connecting to a specific scenario.

Final token ""law"" closes the introductory phrase ""the concept of the rule of law"" — immediately expects elaboration like ""which means..."" or ""in society."" OR "" . It applies equally to all."" OR ""by stating that..."" or ""including impartial justice."" or ""but it was..."" — a noun phrase referencing legal consistency or the principle itself.",0.996468,0.007064
REP-026|en|latin#52,REP-026,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand the rule of law.",the rule of law,4,20,32,20,75358.1328125,REP-026|en|latin#52#siteB,REP-026|en|latin#52#siteB#k0,0,"Educational instructional material format signals a question or assignment prompt, establishing a reading comprehension/civics lesson context.

The phrase ""A class was asked to illustrate the principle of law by using a lesson from history."" sets up a scenario or example about the concept of bias in law, indicating a pedagogical question follows.

Final token ""history."" ends an introductory framing statement (""The class used a lesson to illustrate this principle.""), immediately expecting a question or prompt like ""Which of the following is an example of..."" or ""One example is..."" or ""Which scenario best illustrates this?"" or ""She describes three examples... Below is the teacher's teaching."" referencing the examples.",0.995043,0.009914
REP-026|zh|hanzi#51,REP-026,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識法治。,法治,2,19,32,18,61387.60546875,REP-026|zh|hanzi#51#siteA,REP-026|zh|hanzi#51#siteA#k0,0,"Educational/legal/Chinese teaching context signals a formal Chinese language quiz, requiring students to understand the concept of rule of law.

The phrase ""请向同学们讲解法治"" sets up a topic sentence introducing the importance of law, suggesting a brief definition or example of ""法治"" concept is expected.

Final token ""法治"" ends a topic phrase (""了解法治...强调法治""), immediately demanding a noun phrase continuation — likely ""的社会"" or ""法治的重要性"" or ""之下，包括法律的约束"" or ""案例：国家的基本法"" or ""秩序。它是在公平试法的..."" — a concept related to legal system or democracy.",0.995404,0.009193
REP-026|zh|hanzi#51,REP-026,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識法治。,法治,2,19,32,19,70649.484375,REP-026|zh|hanzi#51#siteB,REP-026|zh|hanzi#51#siteB#k4,4,"Educational resource format signals a teaching content description, establishing a structured Taiwanese elementary school context with civic/values education theme.

The phrase ""課堂中，老師引導學生認識法治觀念"" introduces a pedagogical statement about the lesson, implying a description of how the teaching material connects constitutional concepts to everyday life.

Final sentence ""學生在課後將依照故事內容學習法治觀念。"" sets up an example or elaboration — likely ""例如..."" or ""以下列"" or ""法治教育活動的內容包括..."" or ""老師認為這些例子很適切。"" or ""「法治」是..."" or ""後，請問哪些是...""",0.994451,0.011099
REP-027|en|latin#54,REP-027,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C3,core,baseline,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.",the rule of law,4,23,32,19,63651.4375,REP-027|en|latin#54#siteA,REP-027|en|latin#54#siteA#k4,4,"Academic/educational context: a student is seeking help, introducing a question about a legal topic, establishing a hypothetical scenario involving a civic/political concept.

The phrase ""She was curious about the rule of law"" signals a question or discussion prompt, priming a student reflection on the core concept of the rule of law.

Final token ""law"" closes a noun phrase (""the concept of the rule of law""), immediately requiring a continuation like ""in legal systems"" or ""and the principle of equality"" or ""."" or ""as a concept."" or ""but it was criticized."" or ""in the judicial system."" — referencing the topic or asking a question about its application.",0.996745,0.006511
REP-027|en|latin#54,REP-027,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C3,core,baseline,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.",the rule of law,4,23,32,23,71584.125,REP-027|en|latin#54#siteB,REP-027|en|latin#54#siteB#k0,0,"Educational/informational tone establishes a scenario-based writing prompt, suggesting a question or story about a student seeking help.

The phrase ""A student then approached the teacher to ask a question"" signals a narrative or anecdote introducing a classroom interaction, implying the student showed eagerness or curiosity beyond the assigned topic.

Final sentence ""The student then approached the teacher to discuss their reading."" sets up a scenario response — likely ""The teacher listened attentively"" or ""The teacher said..."" or ""This was a pleasant surprise"" or ""The student referenced the conversation."" or ""The following conversation was..."" or ""After the lesson, the student..."" showing the teacher's reaction or praise.",0.995953,0.008093
REP-027|zh|hanzi#53,REP-027,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C3,core,baseline,有位學生下課後留下來，特地跑去問老師關於法治的問題。,法治,2,20,32,18,56104.23046875,REP-027|zh|hanzi#53#siteA,REP-027|zh|hanzi#53#siteA#k4,4,"Legal/academic consultation context establishing a question about Taiwanese judicial system, requiring a recommendation or discussion topic for a Chinese history essay.

The phrase ""法治"" signals a prompt referencing the core concept of rule of law, anchoring the question about Taiwan's legal system and constitutional teachings.

Final token ""法治"" ends a noun phrase (""对法治...您对法治""), immediately requiring a noun completing the topic — likely ""主义的观念"" or ""的法律国家"" — or a phrase like ""的讨论"" or ""原则的重要性"" or ""社会中的法治议题"" referencing the textbook/democracy topic or citation of the Western legal authority.",0.995521,0.008958
REP-027|zh|hanzi#53,REP-027,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C3,core,baseline,有位學生下課後留下來，特地跑去問老師關於法治的問題。,法治,2,20,32,20,75205.4921875,REP-027|zh|hanzi#53#siteB,REP-027|zh|hanzi#53#siteB#k3,3,"Educational writing/teaching context signals a narrative introduction, establishing a classroom anecdote about a student seeking a meaningful conversation.

The phrase ""這位學生主動向老師提問"" sets up a story about a curious Taiwanese student engaging with a philosophical or educational topic, implying the boy asked a surprising question.

Final token ""。 "" closes a narrative framing sentence (""他向老師請教。""), immediately expecting a description of the student's behavior or the dialogue — likely ""他問了..."" or ""老師很驚訝"", or ""這個行為讓我感到好奇"" or ""他問的內容是..."" or ""這位學生...具体是..."" referencing the learning outcome.",0.996347,0.007307
REP-028|en|latin#56,REP-028,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C4,core,baseline,"While a few friends were chatting, the conversation eventually turned to the rule of law, and they debated it with real enthusiasm.",the rule of law,4,25,32,16,67442.0078125,REP-028|en|latin#56#siteA,REP-028|en|latin#56#siteA#k0,0,"Academic/legal discourse establishes context: a reflective commentary introducing a podcast or essay exploring a specific legal concept, likely referencing a courtroom incident.

The phrase ""the topic of the rule of law"" signals an upcoming discussion about a fundamental civic concept, priming a contrast or elaboration on the legal system's role in a particular nation.

Final token ""rule of law"" ends a topic phrase (""the subject of the rule of law""), immediately requiring a continuation like ""and justice"" or ""in our society"" or ""versus arbitrary authority."" or ""– a concept we discussed."" or ""in the US."" or ""and its adherence."" — a noun phrase about the legal principle.",0.997376,0.005249
REP-028|en|latin#56,REP-028,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C4,core,baseline,"While a few friends were chatting, the conversation eventually turned to the rule of law, and they debated it with real enthusiasm.",the rule of law,4,25,32,25,85467.5703125,REP-028|en|latin#56#siteB,REP-028|en|latin#56#siteB#k1,1,"Narrative/essay register signals: informal, conversational tone established, suggesting a reflective or pedagogical anecdote about a group discussion.

The phrase ""The conversation became heated, with the group debating the merits of argumentation"" sets up an implicit observation about the discussion or a relatable personal anecdote involving the participants.

Final sentence ""They debated the issue at length"" introduces a social scene transition — likely ""One person said..."" or ""I was curious to see..."" or ""But the debate ended up..."" or ""One of them, a lawyer, offered..."" or ""Here's what I found interesting"" or ""After the discussion, I felt obligated to summarize..."" referencing the varied perspectives.",0.996967,0.006066
REP-028|zh|hanzi#55,REP-028,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了法治，討論得相當熱烈。,法治,2,22,32,15,58171.0234375,REP-028|zh|hanzi#55#siteA,REP-028|zh|hanzi#55#siteA#k3,3,"Legal/media interview context signals a social media post asking a Chinese lawyer, establishing academic tone with Chinese legal vocabulary.

The phrase ""你对法治"" sets up a topic introduction, likely referencing the core legal concept of ""法治"" (rule of law) or the courtroom documentary series in Taiwan.

Final token ""法治"" ends a topic phrase ""您关注法治，当然也提到法治"" — immediately expects a noun phrase continuation like ""的概念"" or ""社会"" or ""法治国家"" or ""这个话题。"" — likely ""和法律的重要性"" or ""在法制的讨论中"" or ""相关案例，您..."" referencing the country.",0.995071,0.009859
REP-028|zh|hanzi#55,REP-028,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了法治，討論得相當熱烈。,法治,2,22,32,22,89120.7421875,REP-028|zh|hanzi#55#siteB,REP-028|zh|hanzi#55#siteB#k3,3,"Conversational/personal blog register signals a casual post recounting a discussion among friends, establishing an intellectual or social observation in Taiwan.

The phrase ""这场讨论中，大家七嘴八舌地开始讨论"" sets up a narrative introduction, implying a group conversation about the topic of cultural/philosophical debate.

Final token ""朋友们。 "" ends a introductory framing sentence (""这次在讨论中...""), immediately expecting elaboration — likely ""其中有人提到..."" or ""我发现..."" or ""大家都认为..."" or ""但由于我身为法律人..."" or ""其中一位朋友的观点..."" or ""后来整理出一些结论"" referencing the debate outcome or the group's discussion.",0.996692,0.006617
REP-029|en|latin#58,REP-029,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed the rule of law at some length.",the rule of law,4,23,32,19,66992.15625,REP-029|en|latin#58#siteA,REP-029|en|latin#58#siteA#k1,1,"Academic/legal analysis tone signals an explanatory essay structure, establishing a question about a specific concept (""the rule of law"") in a historical context.

The phrase ""The topic of discussion is the rule of law"" introduces a thematic statement, priming elaboration on the foundational principle or legal doctrine.

Final token ""law"" ends a noun phrase ""the concept of the rule of law,"" immediately requiring elaboration — likely ""as being..."" or ""and judicial independence"" or ""in Western legal systems."" or ""versus arbitrary governance."" or ""being universal principle."" or ""in contrast to the legal system of England."" — a phrase referencing the idea that law applies consistently.",0.996866,0.006269
REP-029|en|latin#58,REP-029,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed the rule of law at some length.",the rule of law,4,23,32,23,83952.359375,REP-029|en|latin#58#siteB,REP-029|en|latin#58#siteB#k1,1,"Blog post establishing a reflective, conversational tone signals a narrative or personal anecdote about a reading experience.

The phrase ""I came across a passage in a policy article that made me think"" sets up an intellectual/academic reaction, implying the reader is sharing a personal anecdote or takeaway from the legal concept of government.

Final token ""government."" closes a declarative statement introducing the reading experience — ""I read a piece about the definition of law."" expects elaboration like ""It prompted me to..."" or ""The excerpt reminded me of..."" or ""Specifically, it referenced..."" or ""It was interesting to read"" or ""The concept intrigued me and I found myself thinking..."" connecting to the definition.",0.99746,0.005081
REP-029|zh|hanzi#57,REP-029,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講法治的文字。,法治,2,21,32,18,61499.109375,REP-029|zh|hanzi#57#siteA,REP-029|zh|hanzi#57#siteA#k2,2,"Legal/academic discourse context: a YouTube or Taiwanese media comment about a Chinese judicial case, establishing a conversational tone around ""法治"" and constitutional state.

The phrase ""法治是台湾人所强调的价值，我们常提到法治"" signals a topic introduction, implying a question or elaboration about the law/justice system.

Final token ""法治"" ends a subject phrase (""提到法治...对于法治""), immediately requiring a noun phrase completion — likely ""社会"" or ""的理念"" or ""与法治国家的案例"" or ""制度下的争议"" — a keyword reference to the theme of legal authority or the legal system's importance.",0.996078,0.007844
REP-029|zh|hanzi#57,REP-029,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講法治的文字。,法治,2,21,32,21,86010.5234375,REP-029|zh|hanzi#57#siteB,REP-029|zh|hanzi#57#siteB#k3,3,"Conversational/forum tone signals a personal reflection or blog post, establishing a Taiwanese reader sharing their thoughts on a reading experience.

The phrase ""我剛剛讀了這篇政府法令，裡面的一段憲政學理唸讓我印象深刻"" sets up an anecdote or reaction about the article's content.

Final token ""法令。 "" ends an introductory clause (""我剛在網路上看到這段...""), immediately expecting a reaction statement like ""裡面說..."" or ""它讓我好奇..."" or ""那個概念讓我突然想到..."" or ""其中提到..."" or ""作者定義了... 就是很有趣。"" referencing the quoted passage or the definition of justice/law from the book.",0.996505,0.00699
REP-030|en|latin#60,REP-030,google/gemma-3-12b-it,Gemma,en,A,S1,S,the rule of law,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore the rule of law in depth.",the rule of law,4,24,32,21,69511.6875,REP-030|en|latin#60#siteA,REP-030|en|latin#60#siteA#k2,2,"Academic legal/historical writing signals a formal book review or scholarly essay, establishing intellectual context around a specific judicial case.

The phrase ""the central question of the rule of law"" introduces a thematic statement about the paper's focus, implying an inquiry into the concept of the rule of law in the Anglo-American legal tradition.

Final token ""law"" ends a noun phrase (""the study of the rule of law""), requiring a continuation like ""in the context of..."" or ""and its application,"" or ""as a concept in contemporary legal systems"" — likely ""in Western democracies"" or ""by examining..."" or ""beyond the criminal trial"" or ""in relation to...""",0.996968,0.006064
REP-030|en|latin#60,REP-030,google/gemma-3-12b-it,Gemma,en,B,S1,S,the rule of law,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore the rule of law in depth.",the rule of law,4,24,32,24,70085.9921875,REP-030|en|latin#60#siteB,REP-030|en|latin#60#siteB#k0,0,"Academic book review format signals a scholarly summary or appraisal, establishing context of a legal/political science work on judicial power.

The phrase ""The book sets out to explain the subject, drawing on the author's stated aim to write a volume on the rule of law."" introduces a citation or description of the book.

Final sentence ""The author states his aim was to write the book..."" signals a book description opening, immediately expecting elaboration — likely ""He argues..."" or ""The book explores..."" or ""The first part..."" or ""This phrase frames the volume as..."" or ""But the argument moves on to examine..."" or ""She contrasts..."" referencing the legal history of law.",0.996255,0.00749
REP-030|zh|hanzi#59,REP-030,google/gemma-3-12b-it,Gemma,zh,A,S1,S,the rule of law,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談法治。,法治,2,24,32,23,65404.390625,REP-030|zh|hanzi#59#siteA,REP-030|zh|hanzi#59#siteA#k2,2,"Academic/political commentary register established, framing a formal Taiwanese lawyer's book introduction with intellectual discourse tone.

The phrase ""我们要讨论法治"" signals a thematic introduction establishing the core concept of legalism, implying a philosophical or constitutional argument about Taiwan's democracy.

Final token ""法治"" ends a noun phrase (""探讨法治""), directly requiring elaboration — ""在法律制度中的重要性"" or ""法治的概念"" or ""之国家。"" — likely ""的意义"" or ""这个法治国家。"" or ""在台湾。"" or ""与民主。"" referencing the subject matter, likely ""法治。"" or ""的争议。""",0.996171,0.007659
REP-030|zh|hanzi#59,REP-030,google/gemma-3-12b-it,Gemma,zh,B,S1,S,the rule of law,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談法治。,法治,2,24,32,24,81452.3046875,REP-030|zh|hanzi#59#siteB,REP-030|zh|hanzi#59#siteB#k4,4,"Book review genre signals: critical introduction to a Taiwanese legal treatise, establishing a review framing with commentary on a specific nonfiction book.

The phrase ""這本書的作者想藉此書來闡述『正義』的理念"" sets up a direct quote or elaboration on the book's core premise.

Final sentence ""他以司法為主題，是想傳達法治的理念。"" opens a biographical/summary statement — immediately expects elaboration like ""但是..."" or ""而法治的內容..."" or ""他寫了這個書..."" or ""「在台灣，這或許有點奇怪」"" or ""但這個說法從本書的後記來看...""",0.996437,0.007126
REP-031|en|latin#62,REP-031,google/gemma-3-12b-it,Gemma,en,A,S1,S,freedom of assembly,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing freedom of assembly and shared a range of different views.",freedom of assembly,3,28,32,20,63699.28125,REP-031|en|latin#62#siteA,REP-031|en|latin#62#siteA#k3,3,"Policy/legal analysis framing signals a journalistic or opinion piece explaining a controversial ruling regarding First Amendment rights in Minnesota.

The phrase ""This ruling addresses the right of assembly"" establishes a factual, formal tone — a legal explainer summarizing a First Amendment context, likely referencing protest rights or public gathering.

Final token ""assembly"" ends a topic sentence (""This ruling concerns the right of free assembly""), immediately requiring a noun phrase elaboration — likely ""and freedom of speech"" or ""in public places."" or ""rights, specifically..."" or ""as a right."" or ""—the First Amendment demonstration."" or ""among citizens."" to name the subject of the upcoming clause.",0.996132,0.007735
REP-031|en|latin#62,REP-031,google/gemma-3-12b-it,Gemma,en,B,S1,S,freedom of assembly,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing freedom of assembly and shared a range of different views.",freedom of assembly,3,28,32,28,74056.5234375,REP-031|en|latin#62#siteB,REP-031|en|latin#62#siteB#k2,2,"Educational instructional material format signals a discussion or assignment prompt, establishing an analytical/civic context about a controversial topic.

The phrase ""There was considerable discussion during the meeting. Several people expressed different views on the issue"" sets up a framing statement introducing a summarizing or reflective passage about the debate.

Final sentence ""There was a wide range of opinions expressed during the meeting."" opens a topic sentence — immediately expects elaboration like ""Some participants..."" or ""What does this mean?"" or ""The topic of free speech and civic responsibility was raised."" or ""Among these, could you please discuss..."" or ""One example of this debate..."" linking the diverse opinions to the audience reaction.",0.996763,0.006474
REP-031|zh|hanzi#61,REP-031,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom of assembly,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,集會自由,3,26,32,19,65828.0546875,REP-031|zh|hanzi#61#siteA,REP-031|zh|hanzi#61#siteA#k2,2,"Academic/legal commentary structure signals a formal analysis piece, establishing a policy or opinion article framing around a news headline about protests in Taiwan.

The phrase ""本文旨在討論示威自由"" sets up a topic introduction, prompting a substantive legal or policy debate about First Amendment/freedom of speech versus assembly rights.

Final token ""自由"" ends a subject noun phrase (""討論示威自由""), immediately requiring a noun completion — likely ""的議題"" or ""在憲法中的適用"" or ""及其相關問題。"" — or a clause like ""。這項權利..."" or ""的案例，以及..."" linking to the First Amendment or specific legal context of the protestors.",0.996243,0.007514
REP-031|zh|hanzi#61,REP-031,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom of assembly,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,集會自由,3,26,32,26,81284.7421875,REP-031|zh|hanzi#61#siteB,REP-031|zh|hanzi#61#siteB#k4,4,"Academic/opinion discourse format signals a formal report or letter summarizing a public forum on Taiwan's constitutional debate.

The phrase ""在這次研討会上，媒体报导提供了多种观点"" establishes context, priming a reflective or analytical observation about the debate's aftermath.

Final token ""观点。 "" ends an introductory sentence (""在研讨会中...""), immediately expecting elaboration — likely ""其中有人认为..."" or ""我对此感到..."" or ""但这场讨论似乎..."" or ""有些议员对此感到..."" or ""在讨论结束后，我试图整理..."" or ""例如，这个主题涉及教育等"" referencing the outcome or the legal mechanism of the aftermath.",0.996431,0.007137
