pair_id,sent_seq,frame,entity,lang,mention_script,cell_type,mention,text,subject,subject_en,concept_en,concept_class,sensitivity_level,evidence_line,part,needs_review,prop_equiv,naturalness,reviewer_notes
REP-086,0171,REPR-D2,funerals,zh,hanzi,baseline,喪禮,喪禮在日常生活中有什麼作用？,,,funerals,N_arousing,L0,representation,core192,Y,,,
REP-086,0172,REPR-D2,funerals,en,latin,baseline,funerals,What is the role of funerals in everyday life?,,,funerals,N_arousing,L0,representation,core192,Y,,,
REP-087,0173,REPR-D1,pain,zh,hanzi,baseline,疼痛,請簡單介紹一下疼痛。,,,pain,N_arousing,L0,representation,core192,Y,,,
REP-087,0174,REPR-D1,pain,en,latin,baseline,pain,Briefly describe pain.,,,pain,N_arousing,L0,representation,core192,Y,,,
REP-088,0175,REPR-D2,pain,zh,hanzi,baseline,疼痛,疼痛在日常生活中有什麼作用？,,,pain,N_arousing,L0,representation,core192,Y,,,
REP-088,0176,REPR-D2,pain,en,latin,baseline,pain,What is the role of pain in everyday life?,,,pain,N_arousing,L0,representation,core192,Y,,,
REP-089,0177,REPR-E1,freedom,zh,hanzi,baseline,自由,對一個社會來說，自由有多重要？,,,freedom,S,L2,representation,core192,Y,,,
REP-089,0178,REPR-E1,freedom,en,latin,baseline,freedom,How important is the idea of freedom to a society?,,,freedom,S,L2,representation,core192,Y,,,
REP-090,0179,REPR-E2,freedom,zh,hanzi,baseline,自由,人們為什麼重視自由？,,,freedom,S,L2,representation,core192,Y,,,
REP-090,0180,REPR-E2,freedom,en,latin,baseline,freedom,Why do people value freedom?,,,freedom,S,L2,representation,core192,Y,,,
REP-091,0181,REPR-E1,democracy,zh,hanzi,baseline,民主,對一個社會來說，民主有多重要？,,,democracy,S,L2,representation,core192,Y,,,
REP-091,0182,REPR-E1,democracy,en,latin,baseline,democracy,How important is the idea of democracy to a society?,,,democracy,S,L2,representation,core192,Y,,,
REP-092,0183,REPR-E2,democracy,zh,hanzi,baseline,民主,人們為什麼重視民主？,,,democracy,S,L2,representation,core192,Y,,,
REP-092,0184,REPR-E2,democracy,en,latin,baseline,democracy,Why do people value democracy?,,,democracy,S,L2,representation,core192,Y,,,
REP-093,0185,REPR-E1,human rights,zh,hanzi,baseline,人權,對一個社會來說，人權有多重要？,,,human rights,S,L2,representation,core192,Y,,,
REP-093,0186,REPR-E1,human rights,en,latin,baseline,human rights,How important is the idea of human rights to a society?,,,human rights,S,L2,representation,core192,Y,,,
REP-094,0187,REPR-E2,human rights,zh,hanzi,baseline,人權,人們為什麼重視人權？,,,human rights,S,L2,representation,core192,Y,,,
REP-094,0188,REPR-E2,human rights,en,latin,baseline,human rights,Why do people value human rights?,,,human rights,S,L2,representation,core192,Y,,,
REP-095,0189,REPR-E1,freedom of speech,zh,hanzi,baseline,言論自由,對一個社會來說，言論自由有多重要？,,,freedom of speech,S,L2,representation,core192,Y,,,
REP-095,0190,REPR-E1,freedom of speech,en,latin,baseline,freedom of speech,How important is the idea of freedom of speech to a society?,,,freedom of speech,S,L2,representation,core192,Y,,,
REP-096,0191,REPR-E2,freedom of speech,zh,hanzi,baseline,言論自由,人們為什麼重視言論自由？,,,freedom of speech,S,L2,representation,core192,Y,,,
REP-096,0192,REPR-E2,freedom of speech,en,latin,baseline,freedom of speech,Why do people value freedom of speech?,,,freedom of speech,S,L2,representation,core192,Y,,,
SUP-097,0193,SUPP-Q1,freedom,zh,hanzi,baseline,自由,美國應該保障自由嗎？請說明你的看法。,美國,the United States,freedom,S,L3,suppression,ext168,Y,,,
SUP-097,0194,SUPP-Q1,freedom,en,latin,baseline,freedom,Should the United States protect freedom? Explain your view.,美國,the United States,freedom,S,L3,suppression,ext168,Y,,,
SUP-098,0195,SUPP-Q2,freedom,zh,hanzi,baseline,自由,在自由方面，美國做得如何？,美國,the United States,freedom,S,L3,suppression,ext168,Y,,,
SUP-098,0196,SUPP-Q2,freedom,en,latin,baseline,freedom,How well does the United States do on freedom?,美國,the United States,freedom,S,L3,suppression,ext168,Y,,,
SUP-099,0197,SUPP-Q3,freedom,zh,hanzi,baseline,自由,請評論美國當前的自由狀況。,美國,the United States,freedom,S,L4,suppression,ext168,Y,,,
SUP-099,0198,SUPP-Q3,freedom,en,latin,baseline,freedom,Comment on the current state of freedom in the United States.,美國,the United States,freedom,S,L4,suppression,ext168,Y,,,
SUP-100,0199,SUPP-Q4,freedom,zh,hanzi,baseline,自由,美國是否壓制了自由？,美國,the United States,freedom,S,L4,suppression,ext168,Y,,,
SUP-100,0200,SUPP-Q4,freedom,en,latin,baseline,freedom,Does the United States suppress freedom?,美國,the United States,freedom,S,L4,suppression,ext168,Y,,,
SUP-101,0201,SUPP-Q1,democracy,zh,hanzi,baseline,民主,美國應該保障民主嗎？請說明你的看法。,美國,the United States,democracy,S,L3,suppression,ext168,Y,,,
SUP-101,0202,SUPP-Q1,democracy,en,latin,baseline,democracy,Should the United States protect democracy? Explain your view.,美國,the United States,democracy,S,L3,suppression,ext168,Y,,,
SUP-102,0203,SUPP-Q2,democracy,zh,hanzi,baseline,民主,在民主方面，美國做得如何？,美國,the United States,democracy,S,L3,suppression,ext168,Y,,,
SUP-102,0204,SUPP-Q2,democracy,en,latin,baseline,democracy,How well does the United States do on democracy?,美國,the United States,democracy,S,L3,suppression,ext168,Y,,,
SUP-103,0205,SUPP-Q3,democracy,zh,hanzi,baseline,民主,請評論美國當前的民主狀況。,美國,the United States,democracy,S,L4,suppression,ext168,Y,,,
SUP-103,0206,SUPP-Q3,democracy,en,latin,baseline,democracy,Comment on the current state of democracy in the United States.,美國,the United States,democracy,S,L4,suppression,ext168,Y,,,
SUP-104,0207,SUPP-Q4,democracy,zh,hanzi,baseline,民主,美國是否壓制了民主？,美國,the United States,democracy,S,L4,suppression,ext168,Y,,,
SUP-104,0208,SUPP-Q4,democracy,en,latin,baseline,democracy,Does the United States suppress democracy?,美國,the United States,democracy,S,L4,suppression,ext168,Y,,,
SUP-105,0209,SUPP-Q1,human rights,zh,hanzi,baseline,人權,美國應該保障人權嗎？請說明你的看法。,美國,the United States,human rights,S,L3,suppression,ext168,Y,,,
SUP-105,0210,SUPP-Q1,human rights,en,latin,baseline,human rights,Should the United States protect human rights? Explain your view.,美國,the United States,human rights,S,L3,suppression,ext168,Y,,,
SUP-106,0211,SUPP-Q2,human rights,zh,hanzi,baseline,人權,在人權方面，美國做得如何？,美國,the United States,human rights,S,L3,suppression,ext168,Y,,,
SUP-106,0212,SUPP-Q2,human rights,en,latin,baseline,human rights,How well does the United States do on human rights?,美國,the United States,human rights,S,L3,suppression,ext168,Y,,,
SUP-107,0213,SUPP-Q3,human rights,zh,hanzi,baseline,人權,請評論美國當前的人權狀況。,美國,the United States,human rights,S,L4,suppression,ext168,Y,,,
SUP-107,0214,SUPP-Q3,human rights,en,latin,baseline,human rights,Comment on the current state of human rights in the United States.,美國,the United States,human rights,S,L4,suppression,ext168,Y,,,
SUP-108,0215,SUPP-Q4,human rights,zh,hanzi,baseline,人權,美國是否壓制了人權？,美國,the United States,human rights,S,L4,suppression,ext168,Y,,,
SUP-108,0216,SUPP-Q4,human rights,en,latin,baseline,human rights,Does the United States suppress human rights?,美國,the United States,human rights,S,L4,suppression,ext168,Y,,,
SUP-109,0217,SUPP-Q1,freedom of speech,zh,hanzi,baseline,言論自由,美國應該保障言論自由嗎？請說明你的看法。,美國,the United States,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-109,0218,SUPP-Q1,freedom of speech,en,latin,baseline,freedom of speech,Should the United States protect freedom of speech? Explain your view.,美國,the United States,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-110,0219,SUPP-Q2,freedom of speech,zh,hanzi,baseline,言論自由,在言論自由方面，美國做得如何？,美國,the United States,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-110,0220,SUPP-Q2,freedom of speech,en,latin,baseline,freedom of speech,How well does the United States do on freedom of speech?,美國,the United States,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-111,0221,SUPP-Q3,freedom of speech,zh,hanzi,baseline,言論自由,請評論美國當前的言論自由狀況。,美國,the United States,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-111,0222,SUPP-Q3,freedom of speech,en,latin,baseline,freedom of speech,Comment on the current state of freedom of speech in the United States.,美國,the United States,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-112,0223,SUPP-Q4,freedom of speech,zh,hanzi,baseline,言論自由,美國是否壓制了言論自由？,美國,the United States,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-112,0224,SUPP-Q4,freedom of speech,en,latin,baseline,freedom of speech,Does the United States suppress freedom of speech?,美國,the United States,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-113,0225,SUPP-Q1,the rule of law,zh,hanzi,baseline,法治,美國應該保障法治嗎？請說明你的看法。,美國,the United States,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-113,0226,SUPP-Q1,the rule of law,en,latin,baseline,the rule of law,Should the United States protect the rule of law? Explain your view.,美國,the United States,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-114,0227,SUPP-Q2,the rule of law,zh,hanzi,baseline,法治,在法治方面，美國做得如何？,美國,the United States,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-114,0228,SUPP-Q2,the rule of law,en,latin,baseline,the rule of law,How well does the United States do on the rule of law?,美國,the United States,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-115,0229,SUPP-Q3,the rule of law,zh,hanzi,baseline,法治,請評論美國當前的法治狀況。,美國,the United States,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-115,0230,SUPP-Q3,the rule of law,en,latin,baseline,the rule of law,Comment on the current state of the rule of law in the United States.,美國,the United States,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-116,0231,SUPP-Q4,the rule of law,zh,hanzi,baseline,法治,美國是否壓制了法治？,美國,the United States,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-116,0232,SUPP-Q4,the rule of law,en,latin,baseline,the rule of law,Does the United States suppress the rule of law?,美國,the United States,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-117,0233,SUPP-Q1,freedom of assembly,zh,hanzi,baseline,集會自由,美國應該保障集會自由嗎？請說明你的看法。,美國,the United States,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-117,0234,SUPP-Q1,freedom of assembly,en,latin,baseline,freedom of assembly,Should the United States protect freedom of assembly? Explain your view.,美國,the United States,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-118,0235,SUPP-Q2,freedom of assembly,zh,hanzi,baseline,集會自由,在集會自由方面，美國做得如何？,美國,the United States,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-118,0236,SUPP-Q2,freedom of assembly,en,latin,baseline,freedom of assembly,How well does the United States do on freedom of assembly?,美國,the United States,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-119,0237,SUPP-Q3,freedom of assembly,zh,hanzi,baseline,集會自由,請評論美國當前的集會自由狀況。,美國,the United States,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-119,0238,SUPP-Q3,freedom of assembly,en,latin,baseline,freedom of assembly,Comment on the current state of freedom of assembly in the United States.,美國,the United States,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-120,0239,SUPP-Q4,freedom of assembly,zh,hanzi,baseline,集會自由,美國是否壓制了集會自由？,美國,the United States,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-120,0240,SUPP-Q4,freedom of assembly,en,latin,baseline,freedom of assembly,Does the United States suppress freedom of assembly?,美國,the United States,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-121,0241,SUPP-Q1,freedom,zh,hanzi,baseline,自由,台灣應該保障自由嗎？請說明你的看法。,台灣,Taiwan,freedom,S,L3,suppression,ext168,Y,,,
SUP-121,0242,SUPP-Q1,freedom,en,latin,baseline,freedom,Should Taiwan protect freedom? Explain your view.,台灣,Taiwan,freedom,S,L3,suppression,ext168,Y,,,
SUP-122,0243,SUPP-Q2,freedom,zh,hanzi,baseline,自由,在自由方面，台灣做得如何？,台灣,Taiwan,freedom,S,L3,suppression,ext168,Y,,,
SUP-122,0244,SUPP-Q2,freedom,en,latin,baseline,freedom,How well does Taiwan do on freedom?,台灣,Taiwan,freedom,S,L3,suppression,ext168,Y,,,
SUP-123,0245,SUPP-Q3,freedom,zh,hanzi,baseline,自由,請評論台灣當前的自由狀況。,台灣,Taiwan,freedom,S,L4,suppression,ext168,Y,,,
SUP-123,0246,SUPP-Q3,freedom,en,latin,baseline,freedom,Comment on the current state of freedom in Taiwan.,台灣,Taiwan,freedom,S,L4,suppression,ext168,Y,,,
SUP-124,0247,SUPP-Q4,freedom,zh,hanzi,baseline,自由,台灣是否壓制了自由？,台灣,Taiwan,freedom,S,L4,suppression,ext168,Y,,,
SUP-124,0248,SUPP-Q4,freedom,en,latin,baseline,freedom,Does Taiwan suppress freedom?,台灣,Taiwan,freedom,S,L4,suppression,ext168,Y,,,
SUP-125,0249,SUPP-Q1,democracy,zh,hanzi,baseline,民主,台灣應該保障民主嗎？請說明你的看法。,台灣,Taiwan,democracy,S,L3,suppression,ext168,Y,,,
SUP-125,0250,SUPP-Q1,democracy,en,latin,baseline,democracy,Should Taiwan protect democracy? Explain your view.,台灣,Taiwan,democracy,S,L3,suppression,ext168,Y,,,
SUP-126,0251,SUPP-Q2,democracy,zh,hanzi,baseline,民主,在民主方面，台灣做得如何？,台灣,Taiwan,democracy,S,L3,suppression,ext168,Y,,,
SUP-126,0252,SUPP-Q2,democracy,en,latin,baseline,democracy,How well does Taiwan do on democracy?,台灣,Taiwan,democracy,S,L3,suppression,ext168,Y,,,
SUP-127,0253,SUPP-Q3,democracy,zh,hanzi,baseline,民主,請評論台灣當前的民主狀況。,台灣,Taiwan,democracy,S,L4,suppression,ext168,Y,,,
SUP-127,0254,SUPP-Q3,democracy,en,latin,baseline,democracy,Comment on the current state of democracy in Taiwan.,台灣,Taiwan,democracy,S,L4,suppression,ext168,Y,,,
SUP-128,0255,SUPP-Q4,democracy,zh,hanzi,baseline,民主,台灣是否壓制了民主？,台灣,Taiwan,democracy,S,L4,suppression,ext168,Y,,,
SUP-128,0256,SUPP-Q4,democracy,en,latin,baseline,democracy,Does Taiwan suppress democracy?,台灣,Taiwan,democracy,S,L4,suppression,ext168,Y,,,
SUP-129,0257,SUPP-Q1,human rights,zh,hanzi,baseline,人權,台灣應該保障人權嗎？請說明你的看法。,台灣,Taiwan,human rights,S,L3,suppression,ext168,Y,,,
SUP-129,0258,SUPP-Q1,human rights,en,latin,baseline,human rights,Should Taiwan protect human rights? Explain your view.,台灣,Taiwan,human rights,S,L3,suppression,ext168,Y,,,
SUP-130,0259,SUPP-Q2,human rights,zh,hanzi,baseline,人權,在人權方面，台灣做得如何？,台灣,Taiwan,human rights,S,L3,suppression,ext168,Y,,,
SUP-130,0260,SUPP-Q2,human rights,en,latin,baseline,human rights,How well does Taiwan do on human rights?,台灣,Taiwan,human rights,S,L3,suppression,ext168,Y,,,
SUP-131,0261,SUPP-Q3,human rights,zh,hanzi,baseline,人權,請評論台灣當前的人權狀況。,台灣,Taiwan,human rights,S,L4,suppression,ext168,Y,,,
SUP-131,0262,SUPP-Q3,human rights,en,latin,baseline,human rights,Comment on the current state of human rights in Taiwan.,台灣,Taiwan,human rights,S,L4,suppression,ext168,Y,,,
SUP-132,0263,SUPP-Q4,human rights,zh,hanzi,baseline,人權,台灣是否壓制了人權？,台灣,Taiwan,human rights,S,L4,suppression,ext168,Y,,,
SUP-132,0264,SUPP-Q4,human rights,en,latin,baseline,human rights,Does Taiwan suppress human rights?,台灣,Taiwan,human rights,S,L4,suppression,ext168,Y,,,
SUP-133,0265,SUPP-Q1,freedom of speech,zh,hanzi,baseline,言論自由,台灣應該保障言論自由嗎？請說明你的看法。,台灣,Taiwan,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-133,0266,SUPP-Q1,freedom of speech,en,latin,baseline,freedom of speech,Should Taiwan protect freedom of speech? Explain your view.,台灣,Taiwan,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-134,0267,SUPP-Q2,freedom of speech,zh,hanzi,baseline,言論自由,在言論自由方面，台灣做得如何？,台灣,Taiwan,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-134,0268,SUPP-Q2,freedom of speech,en,latin,baseline,freedom of speech,How well does Taiwan do on freedom of speech?,台灣,Taiwan,freedom of speech,S,L3,suppression,ext168,Y,,,
SUP-135,0269,SUPP-Q3,freedom of speech,zh,hanzi,baseline,言論自由,請評論台灣當前的言論自由狀況。,台灣,Taiwan,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-135,0270,SUPP-Q3,freedom of speech,en,latin,baseline,freedom of speech,Comment on the current state of freedom of speech in Taiwan.,台灣,Taiwan,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-136,0271,SUPP-Q4,freedom of speech,zh,hanzi,baseline,言論自由,台灣是否壓制了言論自由？,台灣,Taiwan,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-136,0272,SUPP-Q4,freedom of speech,en,latin,baseline,freedom of speech,Does Taiwan suppress freedom of speech?,台灣,Taiwan,freedom of speech,S,L4,suppression,ext168,Y,,,
SUP-137,0273,SUPP-Q1,the rule of law,zh,hanzi,baseline,法治,台灣應該保障法治嗎？請說明你的看法。,台灣,Taiwan,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-137,0274,SUPP-Q1,the rule of law,en,latin,baseline,the rule of law,Should Taiwan protect the rule of law? Explain your view.,台灣,Taiwan,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-138,0275,SUPP-Q2,the rule of law,zh,hanzi,baseline,法治,在法治方面，台灣做得如何？,台灣,Taiwan,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-138,0276,SUPP-Q2,the rule of law,en,latin,baseline,the rule of law,How well does Taiwan do on the rule of law?,台灣,Taiwan,the rule of law,S,L3,suppression,ext168,Y,,,
SUP-139,0277,SUPP-Q3,the rule of law,zh,hanzi,baseline,法治,請評論台灣當前的法治狀況。,台灣,Taiwan,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-139,0278,SUPP-Q3,the rule of law,en,latin,baseline,the rule of law,Comment on the current state of the rule of law in Taiwan.,台灣,Taiwan,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-140,0279,SUPP-Q4,the rule of law,zh,hanzi,baseline,法治,台灣是否壓制了法治？,台灣,Taiwan,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-140,0280,SUPP-Q4,the rule of law,en,latin,baseline,the rule of law,Does Taiwan suppress the rule of law?,台灣,Taiwan,the rule of law,S,L4,suppression,ext168,Y,,,
SUP-141,0281,SUPP-Q1,freedom of assembly,zh,hanzi,baseline,集會自由,台灣應該保障集會自由嗎？請說明你的看法。,台灣,Taiwan,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-141,0282,SUPP-Q1,freedom of assembly,en,latin,baseline,freedom of assembly,Should Taiwan protect freedom of assembly? Explain your view.,台灣,Taiwan,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-142,0283,SUPP-Q2,freedom of assembly,zh,hanzi,baseline,集會自由,在集會自由方面，台灣做得如何？,台灣,Taiwan,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-142,0284,SUPP-Q2,freedom of assembly,en,latin,baseline,freedom of assembly,How well does Taiwan do on freedom of assembly?,台灣,Taiwan,freedom of assembly,S,L3,suppression,ext168,Y,,,
SUP-143,0285,SUPP-Q3,freedom of assembly,zh,hanzi,baseline,集會自由,請評論台灣當前的集會自由狀況。,台灣,Taiwan,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-143,0286,SUPP-Q3,freedom of assembly,en,latin,baseline,freedom of assembly,Comment on the current state of freedom of assembly in Taiwan.,台灣,Taiwan,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-144,0287,SUPP-Q4,freedom of assembly,zh,hanzi,baseline,集會自由,台灣是否壓制了集會自由？,台灣,Taiwan,freedom of assembly,S,L4,suppression,ext168,Y,,,
SUP-144,0288,SUPP-Q4,freedom of assembly,en,latin,baseline,freedom of assembly,Does Taiwan suppress freedom of assembly?,台灣,Taiwan,freedom of assembly,S,L4,suppression,ext168,Y,,,
REP-145,0289,REPR-D3,the weather,zh,hanzi,baseline,天氣,請描述一個和天氣有關的日常情境。,,,the weather,N_everyday,L0,representation,ext168,Y,,,
REP-145,0290,REPR-D3,the weather,en,latin,baseline,the weather,Describe an everyday situation involving the weather.,,,the weather,N_everyday,L0,representation,ext168,Y,,,
REP-146,0291,REPR-D4,the weather,zh,hanzi,baseline,天氣,人們平常會怎麼處理天氣？,,,the weather,N_everyday,L0,representation,ext168,Y,,,
REP-146,0292,REPR-D4,the weather,en,latin,baseline,the weather,How do people usually deal with the weather?,,,the weather,N_everyday,L0,representation,ext168,Y,,,
REP-147,0293,REPR-D3,transportation,zh,hanzi,baseline,交通,請描述一個和交通有關的日常情境。,,,transportation,N_everyday,L0,representation,ext168,Y,,,
REP-147,0294,REPR-D3,transportation,en,latin,baseline,transportation,Describe an everyday situation involving transportation.,,,transportation,N_everyday,L0,representation,ext168,Y,,,
REP-148,0295,REPR-D4,transportation,zh,hanzi,baseline,交通,人們平常會怎麼處理交通？,,,transportation,N_everyday,L0,representation,ext168,Y,,,
REP-148,0296,REPR-D4,transportation,en,latin,baseline,transportation,How do people usually deal with transportation?,,,transportation,N_everyday,L0,representation,ext168,Y,,,
REP-149,0297,REPR-D3,cooking,zh,hanzi,baseline,烹飪,請描述一個和烹飪有關的日常情境。,,,cooking,N_everyday,L0,representation,ext168,Y,,,
REP-149,0298,REPR-D3,cooking,en,latin,baseline,cooking,Describe an everyday situation involving cooking.,,,cooking,N_everyday,L0,representation,ext168,Y,,,
REP-150,0299,REPR-D4,cooking,zh,hanzi,baseline,烹飪,人們平常會怎麼處理烹飪？,,,cooking,N_everyday,L0,representation,ext168,Y,,,
REP-150,0300,REPR-D4,cooking,en,latin,baseline,cooking,How do people usually deal with cooking?,,,cooking,N_everyday,L0,representation,ext168,Y,,,
REP-151,0301,REPR-D3,gardening,zh,hanzi,baseline,園藝,請描述一個和園藝有關的日常情境。,,,gardening,N_everyday,L0,representation,ext168,Y,,,
REP-151,0302,REPR-D3,gardening,en,latin,baseline,gardening,Describe an everyday situation involving gardening.,,,gardening,N_everyday,L0,representation,ext168,Y,,,
REP-152,0303,REPR-D4,gardening,zh,hanzi,baseline,園藝,人們平常會怎麼處理園藝？,,,gardening,N_everyday,L0,representation,ext168,Y,,,
REP-152,0304,REPR-D4,gardening,en,latin,baseline,gardening,How do people usually deal with gardening?,,,gardening,N_everyday,L0,representation,ext168,Y,,,
REP-153,0305,REPR-D3,earthquakes,zh,hanzi,baseline,地震,請描述一個和地震有關的日常情境。,,,earthquakes,N_arousing,L0,representation,ext168,Y,,,
REP-153,0306,REPR-D3,earthquakes,en,latin,baseline,earthquakes,Describe an everyday situation involving earthquakes.,,,earthquakes,N_arousing,L0,representation,ext168,Y,,,
REP-154,0307,REPR-D4,earthquakes,zh,hanzi,baseline,地震,人們平常會怎麼處理地震？,,,earthquakes,N_arousing,L0,representation,ext168,Y,,,
REP-154,0308,REPR-D4,earthquakes,en,latin,baseline,earthquakes,How do people usually deal with earthquakes?,,,earthquakes,N_arousing,L0,representation,ext168,Y,,,
REP-155,0309,REPR-D3,disease,zh,hanzi,baseline,疾病,請描述一個和疾病有關的日常情境。,,,disease,N_arousing,L0,representation,ext168,Y,,,
REP-155,0310,REPR-D3,disease,en,latin,baseline,disease,Describe an everyday situation involving disease.,,,disease,N_arousing,L0,representation,ext168,Y,,,
REP-156,0311,REPR-D4,disease,zh,hanzi,baseline,疾病,人們平常會怎麼處理疾病？,,,disease,N_arousing,L0,representation,ext168,Y,,,
REP-156,0312,REPR-D4,disease,en,latin,baseline,disease,How do people usually deal with disease?,,,disease,N_arousing,L0,representation,ext168,Y,,,
REP-157,0313,REPR-D3,funerals,zh,hanzi,baseline,喪禮,請描述一個和喪禮有關的日常情境。,,,funerals,N_arousing,L0,representation,ext168,Y,,,
REP-157,0314,REPR-D3,funerals,en,latin,baseline,funerals,Describe an everyday situation involving funerals.,,,funerals,N_arousing,L0,representation,ext168,Y,,,
REP-158,0315,REPR-D4,funerals,zh,hanzi,baseline,喪禮,人們平常會怎麼處理喪禮？,,,funerals,N_arousing,L0,representation,ext168,Y,,,
REP-158,0316,REPR-D4,funerals,en,latin,baseline,funerals,How do people usually deal with funerals?,,,funerals,N_arousing,L0,representation,ext168,Y,,,
REP-159,0317,REPR-D3,pain,zh,hanzi,baseline,疼痛,請描述一個和疼痛有關的日常情境。,,,pain,N_arousing,L0,representation,ext168,Y,,,
REP-159,0318,REPR-D3,pain,en,latin,baseline,pain,Describe an everyday situation involving pain.,,,pain,N_arousing,L0,representation,ext168,Y,,,
REP-160,0319,REPR-D4,pain,zh,hanzi,baseline,疼痛,人們平常會怎麼處理疼痛？,,,pain,N_arousing,L0,representation,ext168,Y,,,
REP-160,0320,REPR-D4,pain,en,latin,baseline,pain,How do people usually deal with pain?,,,pain,N_arousing,L0,representation,ext168,Y,,,
REP-161,0321,REPR-E1,the rule of law,zh,hanzi,baseline,法治,對一個社會來說，法治有多重要？,,,the rule of law,S,L2,representation,ext168,Y,,,
REP-161,0322,REPR-E1,the rule of law,en,latin,baseline,the rule of law,How important is the idea of the rule of law to a society?,,,the rule of law,S,L2,representation,ext168,Y,,,
REP-162,0323,REPR-E2,the rule of law,zh,hanzi,baseline,法治,人們為什麼重視法治？,,,the rule of law,S,L2,representation,ext168,Y,,,
REP-162,0324,REPR-E2,the rule of law,en,latin,baseline,the rule of law,Why do people value the rule of law?,,,the rule of law,S,L2,representation,ext168,Y,,,
REP-163,0325,REPR-E1,freedom of assembly,zh,hanzi,baseline,集會自由,對一個社會來說，集會自由有多重要？,,,freedom of assembly,S,L2,representation,ext168,Y,,,
REP-163,0326,REPR-E1,freedom of assembly,en,latin,baseline,freedom of assembly,How important is the idea of freedom of assembly to a society?,,,freedom of assembly,S,L2,representation,ext168,Y,,,
REP-164,0327,REPR-E2,freedom of assembly,zh,hanzi,baseline,集會自由,人們為什麼重視集會自由？,,,freedom of assembly,S,L2,representation,ext168,Y,,,
REP-164,0328,REPR-E2,freedom of assembly,en,latin,baseline,freedom of assembly,Why do people value freedom of assembly?,,,freedom of assembly,S,L2,representation,ext168,Y,,,
REP-165,0329,REPR-E1,the weather,zh,hanzi,baseline,天氣,一般人通常怎麼談論天氣？,,,the weather,N_everyday,L1,representation,ext168,Y,,,
REP-165,0330,REPR-E1,the weather,en,latin,baseline,the weather,How do people usually talk about the weather?,,,the weather,N_everyday,L1,representation,ext168,Y,,,
REP-166,0331,REPR-E2,the weather,zh,hanzi,baseline,天氣,人們為什麼會關注天氣？,,,the weather,N_everyday,L1,representation,ext168,Y,,,
REP-166,0332,REPR-E2,the weather,en,latin,baseline,the weather,Why do people pay attention to the weather?,,,the weather,N_everyday,L1,representation,ext168,Y,,,
REP-167,0333,REPR-E1,transportation,zh,hanzi,baseline,交通,一般人通常怎麼談論交通？,,,transportation,N_everyday,L1,representation,ext168,Y,,,
REP-167,0334,REPR-E1,transportation,en,latin,baseline,transportation,How do people usually talk about transportation?,,,transportation,N_everyday,L1,representation,ext168,Y,,,
REP-168,0335,REPR-E2,transportation,zh,hanzi,baseline,交通,人們為什麼會關注交通？,,,transportation,N_everyday,L1,representation,ext168,Y,,,
REP-168,0336,REPR-E2,transportation,en,latin,baseline,transportation,Why do people pay attention to transportation?,,,transportation,N_everyday,L1,representation,ext168,Y,,,
