desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len
REP-023|en|latin#46#siteA#k1,REP-023|en|latin#46#siteA,1,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,A,0.131374,0.934313,en,725
REP-023|en|latin#46#siteA#k2,REP-023|en|latin#46#siteA,2,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,A,0.140077,0.929962,en,726
REP-023|en|latin#46#siteA#k3,REP-023|en|latin#46#siteA,3,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,A,0.124805,0.937598,en,725
REP-023|en|latin#46#siteA#k4,REP-023|en|latin#46#siteA,4,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,A,0.136561,0.93172,en,724
REP-023|en|latin#46#siteB#k0,REP-023|en|latin#46#siteB,0,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,B,0.199127,0.900437,en,759
REP-023|en|latin#46#siteB#k1,REP-023|en|latin#46#siteB,1,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,B,0.198566,0.900717,en,737
REP-023|en|latin#46#siteB#k2,REP-023|en|latin#46#siteB,2,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,B,0.206765,0.896617,en,760
REP-023|en|latin#46#siteB#k3,REP-023|en|latin#46#siteB,3,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,B,0.194456,0.902772,en,745
REP-023|en|latin#46#siteB#k4,REP-023|en|latin#46#siteB,4,REP-023|en|latin#46,REP-023,C5,freedom of speech,en,latin,baseline,B,0.195011,0.902494,en,774
REP-024|zh|hanzi#47#siteA#k0,REP-024|zh|hanzi#47#siteA,0,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,A,0.127487,0.936257,en,544
REP-024|zh|hanzi#47#siteA#k1,REP-024|zh|hanzi#47#siteA,1,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,A,0.127698,0.936151,en,588
REP-024|zh|hanzi#47#siteA#k2,REP-024|zh|hanzi#47#siteA,2,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,A,0.124886,0.937557,en,565
REP-024|zh|hanzi#47#siteA#k3,REP-024|zh|hanzi#47#siteA,3,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,A,0.120819,0.939591,en,548
REP-024|zh|hanzi#47#siteA#k4,REP-024|zh|hanzi#47#siteA,4,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,A,0.128152,0.935924,en,518
REP-024|zh|hanzi#47#siteB#k0,REP-024|zh|hanzi#47#siteB,0,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,B,0.197866,0.901067,mixed,482
REP-024|zh|hanzi#47#siteB#k1,REP-024|zh|hanzi#47#siteB,1,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,B,0.194518,0.902741,mixed,471
REP-024|zh|hanzi#47#siteB#k2,REP-024|zh|hanzi#47#siteB,2,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,B,0.202573,0.898713,mixed,510
REP-024|zh|hanzi#47#siteB#k3,REP-024|zh|hanzi#47#siteB,3,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,B,0.195816,0.902092,mixed,490
REP-024|zh|hanzi#47#siteB#k4,REP-024|zh|hanzi#47#siteB,4,REP-024|zh|hanzi#47,REP-024,C6,freedom of speech,zh,hanzi,baseline,B,0.211426,0.894287,mixed,521
REP-024|en|latin#48#siteA#k0,REP-024|en|latin#48#siteA,0,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,A,0.154511,0.922745,en,783
REP-024|en|latin#48#siteA#k1,REP-024|en|latin#48#siteA,1,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,A,0.152706,0.923647,en,750
REP-024|en|latin#48#siteA#k2,REP-024|en|latin#48#siteA,2,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,A,0.15067,0.924665,en,730
REP-024|en|latin#48#siteA#k3,REP-024|en|latin#48#siteA,3,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,A,0.14849,0.925755,en,700
REP-024|en|latin#48#siteA#k4,REP-024|en|latin#48#siteA,4,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,A,0.132276,0.933862,en,713
REP-024|en|latin#48#siteB#k0,REP-024|en|latin#48#siteB,0,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,B,0.228843,0.885579,en,730
REP-024|en|latin#48#siteB#k1,REP-024|en|latin#48#siteB,1,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,B,0.216697,0.891652,en,725
REP-024|en|latin#48#siteB#k2,REP-024|en|latin#48#siteB,2,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,B,0.220396,0.889802,en,703
REP-024|en|latin#48#siteB#k3,REP-024|en|latin#48#siteB,3,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,B,0.211676,0.894162,en,711
REP-024|en|latin#48#siteB#k4,REP-024|en|latin#48#siteB,4,REP-024|en|latin#48,REP-024,C6,freedom of speech,en,latin,baseline,B,0.237835,0.881083,en,769
REP-025|zh|hanzi#49#siteA#k0,REP-025|zh|hanzi#49#siteA,0,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,A,0.161591,0.919204,en,644
REP-025|zh|hanzi#49#siteA#k1,REP-025|zh|hanzi#49#siteA,1,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,A,0.157806,0.921097,en,618
REP-025|zh|hanzi#49#siteA#k2,REP-025|zh|hanzi#49#siteA,2,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,A,0.163242,0.918379,en,636
REP-025|zh|hanzi#49#siteA#k3,REP-025|zh|hanzi#49#siteA,3,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,A,0.165395,0.917302,en,575
REP-025|zh|hanzi#49#siteA#k4,REP-025|zh|hanzi#49#siteA,4,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,A,0.147556,0.926222,en,619
REP-025|zh|hanzi#49#siteB#k0,REP-025|zh|hanzi#49#siteB,0,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,B,0.189269,0.905366,mixed,560
REP-025|zh|hanzi#49#siteB#k1,REP-025|zh|hanzi#49#siteB,1,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,B,0.198592,0.900704,mixed,590
REP-025|zh|hanzi#49#siteB#k2,REP-025|zh|hanzi#49#siteB,2,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,B,0.199952,0.900024,mixed,499
REP-025|zh|hanzi#49#siteB#k3,REP-025|zh|hanzi#49#siteB,3,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,B,0.206377,0.896812,en,553
REP-025|zh|hanzi#49#siteB#k4,REP-025|zh|hanzi#49#siteB,4,REP-025|zh|hanzi#49,REP-025,C1,the rule of law,zh,hanzi,baseline,B,0.198408,0.900796,mixed,572
REP-025|en|latin#50#siteA#k0,REP-025|en|latin#50#siteA,0,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,A,0.140198,0.929901,en,687
REP-025|en|latin#50#siteA#k1,REP-025|en|latin#50#siteA,1,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,A,0.13518,0.93241,en,752
REP-025|en|latin#50#siteA#k2,REP-025|en|latin#50#siteA,2,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,A,0.151691,0.924154,en,686
REP-025|en|latin#50#siteA#k3,REP-025|en|latin#50#siteA,3,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,A,0.143032,0.928484,en,720
REP-025|en|latin#50#siteA#k4,REP-025|en|latin#50#siteA,4,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,A,0.142654,0.928673,en,697
REP-025|en|latin#50#siteB#k0,REP-025|en|latin#50#siteB,0,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,B,0.211324,0.894338,en,773
REP-025|en|latin#50#siteB#k1,REP-025|en|latin#50#siteB,1,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,B,0.211692,0.894154,en,779
REP-025|en|latin#50#siteB#k2,REP-025|en|latin#50#siteB,2,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,B,0.207192,0.896404,en,806
REP-025|en|latin#50#siteB#k3,REP-025|en|latin#50#siteB,3,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,B,0.210624,0.894688,en,764
REP-025|en|latin#50#siteB#k4,REP-025|en|latin#50#siteB,4,REP-025|en|latin#50,REP-025,C1,the rule of law,en,latin,baseline,B,0.222187,0.888907,en,767
REP-026|zh|hanzi#51#siteA#k0,REP-026|zh|hanzi#51#siteA,0,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,A,0.141588,0.929206,en,569
REP-026|zh|hanzi#51#siteA#k1,REP-026|zh|hanzi#51#siteA,1,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,A,0.142609,0.928696,en,581
REP-026|zh|hanzi#51#siteA#k2,REP-026|zh|hanzi#51#siteA,2,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,A,0.142754,0.928623,en,551
REP-026|zh|hanzi#51#siteA#k3,REP-026|zh|hanzi#51#siteA,3,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,A,0.146633,0.926683,en,584
REP-026|zh|hanzi#51#siteA#k4,REP-026|zh|hanzi#51#siteA,4,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,A,0.15752,0.92124,en,589
REP-026|zh|hanzi#51#siteB#k0,REP-026|zh|hanzi#51#siteB,0,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,B,0.252015,0.873992,mixed,545
REP-026|zh|hanzi#51#siteB#k1,REP-026|zh|hanzi#51#siteB,1,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,B,0.246669,0.876666,mixed,566
REP-026|zh|hanzi#51#siteB#k2,REP-026|zh|hanzi#51#siteB,2,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,B,0.256158,0.871921,mixed,519
REP-026|zh|hanzi#51#siteB#k3,REP-026|zh|hanzi#51#siteB,3,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,B,0.240916,0.879542,mixed,544
REP-026|zh|hanzi#51#siteB#k4,REP-026|zh|hanzi#51#siteB,4,REP-026|zh|hanzi#51,REP-026,C2,the rule of law,zh,hanzi,baseline,B,0.236107,0.881947,mixed,537
REP-026|en|latin#52#siteA#k0,REP-026|en|latin#52#siteA,0,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,A,0.187549,0.906226,en,710
REP-026|en|latin#52#siteA#k1,REP-026|en|latin#52#siteA,1,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,A,0.184908,0.907546,en,690
REP-026|en|latin#52#siteA#k2,REP-026|en|latin#52#siteA,2,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,A,0.186333,0.906833,en,713
REP-026|en|latin#52#siteA#k3,REP-026|en|latin#52#siteA,3,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,A,0.197703,0.901149,en,688
REP-026|en|latin#52#siteA#k4,REP-026|en|latin#52#siteA,4,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,A,0.189912,0.905044,en,690
REP-026|en|latin#52#siteB#k0,REP-026|en|latin#52#siteB,0,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,B,0.298956,0.850522,en,773
REP-026|en|latin#52#siteB#k1,REP-026|en|latin#52#siteB,1,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,B,0.302562,0.848719,en,777
REP-026|en|latin#52#siteB#k2,REP-026|en|latin#52#siteB,2,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,B,0.312713,0.843644,en,783
REP-026|en|latin#52#siteB#k3,REP-026|en|latin#52#siteB,3,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,B,0.305636,0.847182,en,769
REP-026|en|latin#52#siteB#k4,REP-026|en|latin#52#siteB,4,REP-026|en|latin#52,REP-026,C2,the rule of law,en,latin,baseline,B,0.304218,0.847891,en,757
REP-027|zh|hanzi#53#siteA#k0,REP-027|zh|hanzi#53#siteA,0,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,A,0.168458,0.915771,en,581
REP-027|zh|hanzi#53#siteA#k1,REP-027|zh|hanzi#53#siteA,1,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,A,0.168124,0.915938,en,572
REP-027|zh|hanzi#53#siteA#k2,REP-027|zh|hanzi#53#siteA,2,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,A,0.170416,0.914792,en,605
REP-027|zh|hanzi#53#siteA#k3,REP-027|zh|hanzi#53#siteA,3,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,A,0.174885,0.912557,en,568
REP-027|zh|hanzi#53#siteA#k4,REP-027|zh|hanzi#53#siteA,4,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,A,0.178542,0.910729,en,551
REP-027|zh|hanzi#53#siteB#k0,REP-027|zh|hanzi#53#siteB,0,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,B,0.206855,0.896573,mixed,543
REP-027|zh|hanzi#53#siteB#k1,REP-027|zh|hanzi#53#siteB,1,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,B,0.210785,0.894608,mixed,462
REP-027|zh|hanzi#53#siteB#k2,REP-027|zh|hanzi#53#siteB,2,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,B,0.228023,0.885989,mixed,466
REP-027|zh|hanzi#53#siteB#k3,REP-027|zh|hanzi#53#siteB,3,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,B,0.202577,0.898712,mixed,477
REP-027|zh|hanzi#53#siteB#k4,REP-027|zh|hanzi#53#siteB,4,REP-027|zh|hanzi#53,REP-027,C3,the rule of law,zh,hanzi,baseline,B,0.20368,0.898161,mixed,486
REP-027|en|latin#54#siteA#k0,REP-027|en|latin#54#siteA,0,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,A,0.326783,0.836609,en,700
REP-027|en|latin#54#siteA#k1,REP-027|en|latin#54#siteA,1,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,A,0.310103,0.844949,en,746
REP-027|en|latin#54#siteA#k2,REP-027|en|latin#54#siteA,2,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,A,0.306665,0.846668,en,712
REP-027|en|latin#54#siteA#k3,REP-027|en|latin#54#siteA,3,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,A,0.308918,0.845541,en,723
REP-027|en|latin#54#siteA#k4,REP-027|en|latin#54#siteA,4,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,A,0.312004,0.843998,en,754
REP-027|en|latin#54#siteB#k0,REP-027|en|latin#54#siteB,0,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,B,0.348457,0.825772,en,764
REP-027|en|latin#54#siteB#k1,REP-027|en|latin#54#siteB,1,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,B,0.357116,0.821442,en,768
REP-027|en|latin#54#siteB#k2,REP-027|en|latin#54#siteB,2,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,B,0.341528,0.829236,en,790
REP-027|en|latin#54#siteB#k3,REP-027|en|latin#54#siteB,3,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,B,0.353168,0.823416,en,793
REP-027|en|latin#54#siteB#k4,REP-027|en|latin#54#siteB,4,REP-027|en|latin#54,REP-027,C3,the rule of law,en,latin,baseline,B,0.367197,0.816402,en,733
REP-028|zh|hanzi#55#siteA#k0,REP-028|zh|hanzi#55#siteA,0,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,A,0.153537,0.923231,en,567
REP-028|zh|hanzi#55#siteA#k1,REP-028|zh|hanzi#55#siteA,1,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,A,0.139776,0.930112,en,586
REP-028|zh|hanzi#55#siteA#k2,REP-028|zh|hanzi#55#siteA,2,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,A,0.142617,0.928691,en,576
REP-028|zh|hanzi#55#siteA#k3,REP-028|zh|hanzi#55#siteA,3,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,A,0.152573,0.923714,en,642
REP-028|zh|hanzi#55#siteA#k4,REP-028|zh|hanzi#55#siteA,4,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,A,0.14723,0.926385,en,595
REP-028|zh|hanzi#55#siteB#k0,REP-028|zh|hanzi#55#siteB,0,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,B,0.229511,0.885245,mixed,491
REP-028|zh|hanzi#55#siteB#k1,REP-028|zh|hanzi#55#siteB,1,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,B,0.260069,0.869966,mixed,450
REP-028|zh|hanzi#55#siteB#k2,REP-028|zh|hanzi#55#siteB,2,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,B,0.256571,0.871715,mixed,476
REP-028|zh|hanzi#55#siteB#k3,REP-028|zh|hanzi#55#siteB,3,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,B,0.254714,0.872643,mixed,448
REP-028|zh|hanzi#55#siteB#k4,REP-028|zh|hanzi#55#siteB,4,REP-028|zh|hanzi#55,REP-028,C4,the rule of law,zh,hanzi,baseline,B,0.259124,0.870438,mixed,444
REP-028|en|latin#56#siteA#k0,REP-028|en|latin#56#siteA,0,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,A,0.158145,0.920928,en,708
REP-028|en|latin#56#siteA#k1,REP-028|en|latin#56#siteA,1,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,A,0.144225,0.927888,en,700
REP-028|en|latin#56#siteA#k2,REP-028|en|latin#56#siteA,2,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,A,0.144676,0.927662,en,687
REP-028|en|latin#56#siteA#k3,REP-028|en|latin#56#siteA,3,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,A,0.161563,0.919219,en,733
REP-028|en|latin#56#siteA#k4,REP-028|en|latin#56#siteA,4,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,A,0.147578,0.926211,en,695
REP-028|en|latin#56#siteB#k0,REP-028|en|latin#56#siteB,0,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,B,0.287491,0.856255,en,742
REP-028|en|latin#56#siteB#k1,REP-028|en|latin#56#siteB,1,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,B,0.278608,0.860696,en,766
REP-028|en|latin#56#siteB#k2,REP-028|en|latin#56#siteB,2,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,B,0.267086,0.866457,en,759
REP-028|en|latin#56#siteB#k3,REP-028|en|latin#56#siteB,3,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,B,0.286844,0.856578,en,710
REP-028|en|latin#56#siteB#k4,REP-028|en|latin#56#siteB,4,REP-028|en|latin#56,REP-028,C4,the rule of law,en,latin,baseline,B,0.293369,0.853316,en,722
REP-029|zh|hanzi#57#siteA#k0,REP-029|zh|hanzi#57#siteA,0,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,A,0.161241,0.919379,en,612
REP-029|zh|hanzi#57#siteA#k1,REP-029|zh|hanzi#57#siteA,1,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,A,0.155149,0.922426,en,594
REP-029|zh|hanzi#57#siteA#k2,REP-029|zh|hanzi#57#siteA,2,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,A,0.153609,0.923196,en,622
REP-029|zh|hanzi#57#siteA#k3,REP-029|zh|hanzi#57#siteA,3,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,A,0.151444,0.924278,en,579
REP-029|zh|hanzi#57#siteA#k4,REP-029|zh|hanzi#57#siteA,4,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,A,0.16109,0.919455,en,608
REP-029|zh|hanzi#57#siteB#k0,REP-029|zh|hanzi#57#siteB,0,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,B,0.204709,0.897646,mixed,466
REP-029|zh|hanzi#57#siteB#k1,REP-029|zh|hanzi#57#siteB,1,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,B,0.20635,0.896825,mixed,519
REP-029|zh|hanzi#57#siteB#k2,REP-029|zh|hanzi#57#siteB,2,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,B,0.201751,0.899125,mixed,487
REP-029|zh|hanzi#57#siteB#k3,REP-029|zh|hanzi#57#siteB,3,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,B,0.194867,0.902567,mixed,481
REP-029|zh|hanzi#57#siteB#k4,REP-029|zh|hanzi#57#siteB,4,REP-029|zh|hanzi#57,REP-029,C5,the rule of law,zh,hanzi,baseline,B,0.201614,0.899194,mixed,507
REP-029|en|latin#58#siteA#k0,REP-029|en|latin#58#siteA,0,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,A,0.135205,0.932398,en,682
REP-029|en|latin#58#siteA#k1,REP-029|en|latin#58#siteA,1,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,A,0.13535,0.932325,en,717
REP-029|en|latin#58#siteA#k2,REP-029|en|latin#58#siteA,2,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,A,0.131469,0.934265,en,719
REP-029|en|latin#58#siteA#k3,REP-029|en|latin#58#siteA,3,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,A,0.133792,0.933104,en,717
REP-029|en|latin#58#siteA#k4,REP-029|en|latin#58#siteA,4,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,A,0.147156,0.926422,en,691
REP-029|en|latin#58#siteB#k0,REP-029|en|latin#58#siteB,0,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,B,0.196137,0.901932,en,778
REP-029|en|latin#58#siteB#k1,REP-029|en|latin#58#siteB,1,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,B,0.184792,0.907604,en,775
REP-029|en|latin#58#siteB#k2,REP-029|en|latin#58#siteB,2,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,B,0.183229,0.908386,en,764
REP-029|en|latin#58#siteB#k3,REP-029|en|latin#58#siteB,3,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,B,0.182588,0.908706,en,784
REP-029|en|latin#58#siteB#k4,REP-029|en|latin#58#siteB,4,REP-029|en|latin#58,REP-029,C5,the rule of law,en,latin,baseline,B,0.191693,0.904153,en,771
REP-030|zh|hanzi#59#siteA#k0,REP-030|zh|hanzi#59#siteA,0,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,A,0.137981,0.931009,en,594
REP-030|zh|hanzi#59#siteA#k1,REP-030|zh|hanzi#59#siteA,1,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,A,0.149781,0.92511,en,594
REP-030|zh|hanzi#59#siteA#k2,REP-030|zh|hanzi#59#siteA,2,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,A,0.138258,0.930871,en,601
REP-030|zh|hanzi#59#siteA#k3,REP-030|zh|hanzi#59#siteA,3,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,A,0.145551,0.927225,en,630
REP-030|zh|hanzi#59#siteA#k4,REP-030|zh|hanzi#59#siteA,4,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,A,0.139342,0.930329,en,614
REP-030|zh|hanzi#59#siteB#k0,REP-030|zh|hanzi#59#siteB,0,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,B,0.197362,0.901319,mixed,528
REP-030|zh|hanzi#59#siteB#k1,REP-030|zh|hanzi#59#siteB,1,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,B,0.19527,0.902365,mixed,491
REP-030|zh|hanzi#59#siteB#k2,REP-030|zh|hanzi#59#siteB,2,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,B,0.196273,0.901864,mixed,521
REP-030|zh|hanzi#59#siteB#k3,REP-030|zh|hanzi#59#siteB,3,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,B,0.196945,0.901528,mixed,473
REP-030|zh|hanzi#59#siteB#k4,REP-030|zh|hanzi#59#siteB,4,REP-030|zh|hanzi#59,REP-030,C6,the rule of law,zh,hanzi,baseline,B,0.194865,0.902568,mixed,483
REP-030|en|latin#60#siteA#k0,REP-030|en|latin#60#siteA,0,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,A,0.143212,0.928394,en,702
REP-030|en|latin#60#siteA#k1,REP-030|en|latin#60#siteA,1,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,A,0.136187,0.931906,en,696
REP-030|en|latin#60#siteA#k2,REP-030|en|latin#60#siteA,2,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,A,0.144241,0.92788,en,712
REP-030|en|latin#60#siteA#k3,REP-030|en|latin#60#siteA,3,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,A,0.138011,0.930994,en,678
REP-030|en|latin#60#siteA#k4,REP-030|en|latin#60#siteA,4,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,A,0.136479,0.93176,en,684
REP-030|en|latin#60#siteB#k0,REP-030|en|latin#60#siteB,0,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,B,0.254514,0.872743,en,727
REP-030|en|latin#60#siteB#k1,REP-030|en|latin#60#siteB,1,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,B,0.255329,0.872335,en,726
REP-030|en|latin#60#siteB#k2,REP-030|en|latin#60#siteB,2,REP-030|en|latin#60,REP-030,C6,the rule of law,en,latin,baseline,B,0.262976,0.868512,en,756
