pair_id,frame,lang,mention,n_mentions,n_tokens,mention_tok_start,mention_tok_end,mention_n_subtokens,mention_pieces,site_a_idx,site_b_idx,leadin_tokens,naive_search_agrees,span_decodes_ok,warnings
SUP-130,Q2,zh,集會自由,1,14,1,4,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',3,13,1,True,True,
SUP-130,Q2,en,freedom of assembly,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',8,9,6,False,True,
SUP-131,Q3,zh,集會自由,1,13,8,11,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',10,12,8,True,True,
SUP-131,Q3,en,freedom of assembly,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',9,12,7,False,True,
SUP-132,Q4,zh,集會自由,1,9,5,8,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',7,8,5,True,True,
SUP-132,Q4,en,freedom of assembly,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,6,3,False,True,
SUP-133,Q1,zh,自由,1,11,3,4,1,'èĩªçĶ±',3,10,3,True,True,
SUP-133,Q1,en,freedom,1,12,5,6,1,'Ġfreedom',5,11,5,False,True,
SUP-134,Q2,zh,自由,1,11,1,2,1,'èĩªçĶ±',1,10,1,True,True,
SUP-134,Q2,en,freedom,1,10,8,9,1,'Ġfreedom',8,9,8,False,True,
SUP-135,Q3,zh,自由,1,10,7,8,1,'èĩªçĶ±',7,9,7,True,True,
SUP-135,Q3,en,freedom,1,13,7,8,1,'Ġfreedom',7,12,7,False,True,
SUP-136,Q4,zh,自由,1,6,4,5,1,'èĩªçĶ±',4,5,4,True,True,
SUP-136,Q4,en,freedom,1,7,5,6,1,'Ġfreedom',5,6,5,False,True,
SUP-137,Q1,zh,民主,1,11,3,4,1,'æ°ĳä¸»',3,10,3,True,True,
SUP-137,Q1,en,democracy,1,12,5,6,1,'Ġdemocracy',5,11,5,False,True,
SUP-138,Q2,zh,民主,1,11,1,2,1,'æ°ĳä¸»',1,10,1,True,True,
SUP-138,Q2,en,democracy,1,10,8,9,1,'Ġdemocracy',8,9,8,False,True,
SUP-139,Q3,zh,民主,1,10,7,8,1,'æ°ĳä¸»',7,9,7,True,True,
SUP-139,Q3,en,democracy,1,13,7,8,1,'Ġdemocracy',7,12,7,False,True,
SUP-140,Q4,zh,民主,1,6,4,5,1,'æ°ĳä¸»',4,5,4,True,True,
SUP-140,Q4,en,democracy,1,7,5,6,1,'Ġdemocracy',5,6,5,False,True,
SUP-141,Q1,zh,人權,1,12,3,5,2,'äºº' | 'æ¬Ĭ',4,11,3,True,True,
SUP-141,Q1,en,human rights,1,13,5,7,2,'Ġhuman' | 'Ġrights',6,12,5,False,True,
SUP-142,Q2,zh,人權,1,12,1,3,2,'äºº' | 'æ¬Ĭ',2,11,1,True,True,
SUP-142,Q2,en,human rights,1,11,8,10,2,'Ġhuman' | 'Ġrights',9,10,8,False,True,
SUP-143,Q3,zh,人權,1,10,6,8,2,'çļĦäºº' | 'æ¬Ĭ',7,9,6,False,True,
SUP-143,Q3,en,human rights,1,14,7,9,2,'Ġhuman' | 'Ġrights',8,13,7,False,True,
SUP-144,Q4,zh,人權,1,7,4,6,2,'äºº' | 'æ¬Ĭ',5,6,4,True,True,
SUP-144,Q4,en,human rights,1,8,5,7,2,'Ġhuman' | 'Ġrights',6,7,5,False,True,
SUP-145,Q1,zh,言論自由,1,13,3,6,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-145,Q1,en,freedom of speech,1,14,5,8,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',7,13,5,False,True,
SUP-146,Q2,zh,言論自由,1,13,1,4,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-146,Q2,en,freedom of speech,1,12,8,11,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',10,11,8,False,True,
SUP-147,Q3,zh,言論自由,1,12,7,10,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-147,Q3,en,freedom of speech,1,15,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',9,14,7,False,True,
SUP-148,Q4,zh,言論自由,1,8,4,7,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-148,Q4,en,freedom of speech,1,9,5,8,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',7,8,5,False,True,
SUP-149,Q1,zh,法治,1,11,3,4,1,'æ³ķæ²»',3,10,3,True,True,
SUP-149,Q1,en,the rule of law,1,15,5,9,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',8,14,5,False,True,
SUP-150,Q2,zh,法治,1,11,1,2,1,'æ³ķæ²»',1,10,1,True,True,
SUP-150,Q2,en,the rule of law,1,13,8,12,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',11,12,8,False,True,
SUP-151,Q3,zh,法治,1,10,7,8,1,'æ³ķæ²»',7,9,7,True,True,
SUP-151,Q3,en,the rule of law,1,16,7,11,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',10,15,7,False,True,
SUP-152,Q4,zh,法治,1,6,4,5,1,'æ³ķæ²»',4,5,4,True,True,
SUP-152,Q4,en,the rule of law,1,10,5,9,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',8,9,5,False,True,
SUP-153,Q1,zh,集會自由,1,13,3,6,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-153,Q1,en,freedom of assembly,1,14,5,8,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',7,13,5,False,True,
SUP-154,Q2,zh,集會自由,1,13,1,4,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-154,Q2,en,freedom of assembly,1,12,8,11,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',10,11,8,False,True,
SUP-155,Q3,zh,集會自由,1,12,7,10,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-155,Q3,en,freedom of assembly,1,15,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',9,14,7,False,True,
SUP-156,Q4,zh,集會自由,1,8,4,7,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-156,Q4,en,freedom of assembly,1,9,5,8,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',7,8,5,False,True,
SUP-157,Q1,zh,自由,1,11,3,4,1,'èĩªçĶ±',3,10,3,True,True,
SUP-157,Q1,en,freedom,1,10,3,4,1,'Ġfreedom',3,9,3,False,True,
SUP-158,Q2,zh,自由,1,11,1,2,1,'èĩªçĶ±',1,10,1,True,True,
SUP-158,Q2,en,freedom,1,8,6,7,1,'Ġfreedom',6,7,6,False,True,
SUP-159,Q3,zh,自由,1,10,7,8,1,'èĩªçĶ±',7,9,7,True,True,
SUP-159,Q3,en,freedom,1,11,7,8,1,'Ġfreedom',7,10,7,False,True,
SUP-160,Q4,zh,自由,1,6,4,5,1,'èĩªçĶ±',4,5,4,True,True,
SUP-160,Q4,en,freedom,1,5,3,4,1,'Ġfreedom',3,4,3,False,True,
SUP-161,Q1,zh,民主,1,11,3,4,1,'æ°ĳä¸»',3,10,3,True,True,
SUP-161,Q1,en,democracy,1,10,3,4,1,'Ġdemocracy',3,9,3,False,True,
SUP-162,Q2,zh,民主,1,11,1,2,1,'æ°ĳä¸»',1,10,1,True,True,
SUP-162,Q2,en,democracy,1,8,6,7,1,'Ġdemocracy',6,7,6,False,True,
SUP-163,Q3,zh,民主,1,10,7,8,1,'æ°ĳä¸»',7,9,7,True,True,
SUP-163,Q3,en,democracy,1,11,7,8,1,'Ġdemocracy',7,10,7,False,True,
SUP-164,Q4,zh,民主,1,6,4,5,1,'æ°ĳä¸»',4,5,4,True,True,
SUP-164,Q4,en,democracy,1,5,3,4,1,'Ġdemocracy',3,4,3,False,True,
SUP-165,Q1,zh,人權,1,12,3,5,2,'äºº' | 'æ¬Ĭ',4,11,3,True,True,
SUP-165,Q1,en,human rights,1,11,3,5,2,'Ġhuman' | 'Ġrights',4,10,3,False,True,
SUP-166,Q2,zh,人權,1,12,1,3,2,'äºº' | 'æ¬Ĭ',2,11,1,True,True,
SUP-166,Q2,en,human rights,1,9,6,8,2,'Ġhuman' | 'Ġrights',7,8,6,False,True,
SUP-167,Q3,zh,人權,1,10,6,8,2,'çļĦäºº' | 'æ¬Ĭ',7,9,6,False,True,
SUP-167,Q3,en,human rights,1,12,7,9,2,'Ġhuman' | 'Ġrights',8,11,7,False,True,
SUP-168,Q4,zh,人權,1,7,4,6,2,'äºº' | 'æ¬Ĭ',5,6,4,True,True,
SUP-168,Q4,en,human rights,1,6,3,5,2,'Ġhuman' | 'Ġrights',4,5,3,False,True,
SUP-169,Q1,zh,言論自由,1,13,3,6,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-169,Q1,en,freedom of speech,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,11,3,False,True,
SUP-170,Q2,zh,言論自由,1,13,1,4,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-170,Q2,en,freedom of speech,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',8,9,6,False,True,
SUP-171,Q3,zh,言論自由,1,12,7,10,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-171,Q3,en,freedom of speech,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',9,12,7,False,True,
SUP-172,Q4,zh,言論自由,1,8,4,7,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-172,Q4,en,freedom of speech,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,6,3,False,True,
SUP-173,Q1,zh,法治,1,11,3,4,1,'æ³ķæ²»',3,10,3,True,True,
SUP-173,Q1,en,the rule of law,1,13,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,12,3,False,True,
SUP-174,Q2,zh,法治,1,11,1,2,1,'æ³ķæ²»',1,10,1,True,True,
SUP-174,Q2,en,the rule of law,1,11,6,10,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',9,10,6,False,True,
SUP-175,Q3,zh,法治,1,10,7,8,1,'æ³ķæ²»',7,9,7,True,True,
SUP-175,Q3,en,the rule of law,1,14,7,11,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',10,13,7,False,True,
SUP-176,Q4,zh,法治,1,6,4,5,1,'æ³ķæ²»',4,5,4,True,True,
SUP-176,Q4,en,the rule of law,1,8,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,7,3,False,True,
SUP-177,Q1,zh,集會自由,1,13,3,6,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-177,Q1,en,freedom of assembly,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,11,3,False,True,
SUP-178,Q2,zh,集會自由,1,13,1,4,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-178,Q2,en,freedom of assembly,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',8,9,6,False,True,
SUP-179,Q3,zh,集會自由,1,12,7,10,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-179,Q3,en,freedom of assembly,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',9,12,7,False,True,
SUP-180,Q4,zh,集會自由,1,8,4,7,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-180,Q4,en,freedom of assembly,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,6,3,False,True,
