desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len
REP-056|zh|hanzi#111#siteA#k4,REP-056|zh|hanzi#111#siteA,4,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,A,0.007704,0.996148,en,573
REP-056|zh|hanzi#111#siteB#k0,REP-056|zh|hanzi#111#siteB,0,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,B,0.010206,0.994897,mixed,554
REP-056|zh|hanzi#111#siteB#k1,REP-056|zh|hanzi#111#siteB,1,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,B,0.009772,0.995114,mixed,553
REP-056|zh|hanzi#111#siteB#k2,REP-056|zh|hanzi#111#siteB,2,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,B,0.009974,0.995013,mixed,555
REP-056|zh|hanzi#111#siteB#k3,REP-056|zh|hanzi#111#siteB,3,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,B,0.009423,0.995289,mixed,550
REP-056|zh|hanzi#111#siteB#k4,REP-056|zh|hanzi#111#siteB,4,REP-056|zh|hanzi#111,REP-056,C2,gardening,zh,hanzi,baseline,B,0.009568,0.995216,en,592
REP-056|en|latin#112#siteA#k0,REP-056|en|latin#112#siteA,0,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,A,0.006165,0.996918,en,723
REP-056|en|latin#112#siteA#k1,REP-056|en|latin#112#siteA,1,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,A,0.005567,0.997217,en,692
REP-056|en|latin#112#siteA#k2,REP-056|en|latin#112#siteA,2,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,A,0.005985,0.997008,en,706
REP-056|en|latin#112#siteA#k3,REP-056|en|latin#112#siteA,3,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,A,0.006105,0.996948,en,701
REP-056|en|latin#112#siteA#k4,REP-056|en|latin#112#siteA,4,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,A,0.005816,0.997092,en,714
REP-056|en|latin#112#siteB#k0,REP-056|en|latin#112#siteB,0,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,B,0.009345,0.995327,en,733
REP-056|en|latin#112#siteB#k1,REP-056|en|latin#112#siteB,1,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,B,0.010055,0.994972,en,710
REP-056|en|latin#112#siteB#k2,REP-056|en|latin#112#siteB,2,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,B,0.009621,0.99519,en,732
REP-056|en|latin#112#siteB#k3,REP-056|en|latin#112#siteB,3,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,B,0.009565,0.995217,en,707
REP-056|en|latin#112#siteB#k4,REP-056|en|latin#112#siteB,4,REP-056|en|latin#112,REP-056,C2,gardening,en,latin,baseline,B,0.009491,0.995255,en,773
REP-057|zh|hanzi#113#siteA#k0,REP-057|zh|hanzi#113#siteA,0,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,A,0.007325,0.996338,en,533
REP-057|zh|hanzi#113#siteA#k1,REP-057|zh|hanzi#113#siteA,1,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,A,0.00738,0.99631,en,539
REP-057|zh|hanzi#113#siteA#k2,REP-057|zh|hanzi#113#siteA,2,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,A,0.008274,0.995863,en,522
REP-057|zh|hanzi#113#siteA#k3,REP-057|zh|hanzi#113#siteA,3,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,A,0.007462,0.996268,en,533
REP-057|zh|hanzi#113#siteA#k4,REP-057|zh|hanzi#113#siteA,4,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,A,0.007468,0.996266,en,530
REP-057|zh|hanzi#113#siteB#k0,REP-057|zh|hanzi#113#siteB,0,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,B,0.006707,0.996647,en,519
REP-057|zh|hanzi#113#siteB#k1,REP-057|zh|hanzi#113#siteB,1,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,B,0.007364,0.996318,mixed,467
REP-057|zh|hanzi#113#siteB#k2,REP-057|zh|hanzi#113#siteB,2,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,B,0.006831,0.996585,en,563
REP-057|zh|hanzi#113#siteB#k3,REP-057|zh|hanzi#113#siteB,3,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,B,0.007056,0.996472,mixed,521
REP-057|zh|hanzi#113#siteB#k4,REP-057|zh|hanzi#113#siteB,4,REP-057|zh|hanzi#113,REP-057,C3,gardening,zh,hanzi,baseline,B,0.006599,0.996701,mixed,467
REP-057|en|latin#114#siteA#k0,REP-057|en|latin#114#siteA,0,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,A,0.005723,0.997138,en,716
REP-057|en|latin#114#siteA#k1,REP-057|en|latin#114#siteA,1,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,A,0.005493,0.997254,en,707
REP-057|en|latin#114#siteA#k2,REP-057|en|latin#114#siteA,2,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,A,0.005527,0.997236,en,667
REP-057|en|latin#114#siteA#k3,REP-057|en|latin#114#siteA,3,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,A,0.005469,0.997265,en,707
REP-057|en|latin#114#siteA#k4,REP-057|en|latin#114#siteA,4,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,A,0.005257,0.997371,en,680
REP-057|en|latin#114#siteB#k0,REP-057|en|latin#114#siteB,0,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,B,0.006671,0.996665,en,740
REP-057|en|latin#114#siteB#k1,REP-057|en|latin#114#siteB,1,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,B,0.007204,0.996398,en,738
REP-057|en|latin#114#siteB#k2,REP-057|en|latin#114#siteB,2,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,B,0.007285,0.996358,en,718
REP-057|en|latin#114#siteB#k3,REP-057|en|latin#114#siteB,3,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,B,0.006996,0.996502,en,771
REP-057|en|latin#114#siteB#k4,REP-057|en|latin#114#siteB,4,REP-057|en|latin#114,REP-057,C3,gardening,en,latin,baseline,B,0.007246,0.996377,en,742
REP-058|zh|hanzi#115#siteA#k0,REP-058|zh|hanzi#115#siteA,0,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,A,0.009695,0.995153,en,584
REP-058|zh|hanzi#115#siteA#k1,REP-058|zh|hanzi#115#siteA,1,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,A,0.010015,0.994992,en,549
REP-058|zh|hanzi#115#siteA#k2,REP-058|zh|hanzi#115#siteA,2,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,A,0.009095,0.995453,en,553
REP-058|zh|hanzi#115#siteA#k3,REP-058|zh|hanzi#115#siteA,3,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,A,0.009104,0.995448,en,524
REP-058|zh|hanzi#115#siteA#k4,REP-058|zh|hanzi#115#siteA,4,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,A,0.009519,0.99524,en,590
REP-058|zh|hanzi#115#siteB#k0,REP-058|zh|hanzi#115#siteB,0,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,B,0.008512,0.995744,mixed,551
REP-058|zh|hanzi#115#siteB#k1,REP-058|zh|hanzi#115#siteB,1,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,B,0.008413,0.995794,mixed,542
REP-058|zh|hanzi#115#siteB#k2,REP-058|zh|hanzi#115#siteB,2,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,B,0.007245,0.996378,en,561
REP-058|zh|hanzi#115#siteB#k3,REP-058|zh|hanzi#115#siteB,3,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,B,0.007524,0.996238,en,579
REP-058|zh|hanzi#115#siteB#k4,REP-058|zh|hanzi#115#siteB,4,REP-058|zh|hanzi#115,REP-058,C4,gardening,zh,hanzi,baseline,B,0.008595,0.995702,en,592
REP-058|en|latin#116#siteA#k0,REP-058|en|latin#116#siteA,0,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,A,0.004622,0.997689,en,676
REP-058|en|latin#116#siteA#k1,REP-058|en|latin#116#siteA,1,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,A,0.0045,0.99775,en,738
REP-058|en|latin#116#siteA#k2,REP-058|en|latin#116#siteA,2,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,A,0.004446,0.997777,en,722
REP-058|en|latin#116#siteA#k3,REP-058|en|latin#116#siteA,3,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,A,0.004806,0.997598,en,725
REP-058|en|latin#116#siteA#k4,REP-058|en|latin#116#siteA,4,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,A,0.004534,0.997732,en,694
REP-058|en|latin#116#siteB#k0,REP-058|en|latin#116#siteB,0,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,B,0.005114,0.997443,en,676
REP-058|en|latin#116#siteB#k1,REP-058|en|latin#116#siteB,1,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,B,0.005612,0.997194,en,703
REP-058|en|latin#116#siteB#k2,REP-058|en|latin#116#siteB,2,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,B,0.005416,0.997292,en,731
REP-058|en|latin#116#siteB#k3,REP-058|en|latin#116#siteB,3,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,B,0.004982,0.997509,en,680
REP-058|en|latin#116#siteB#k4,REP-058|en|latin#116#siteB,4,REP-058|en|latin#116,REP-058,C4,gardening,en,latin,baseline,B,0.005114,0.997443,en,734
REP-059|zh|hanzi#117#siteA#k0,REP-059|zh|hanzi#117#siteA,0,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,A,0.007242,0.996379,en,538
REP-059|zh|hanzi#117#siteA#k1,REP-059|zh|hanzi#117#siteA,1,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,A,0.007737,0.996132,en,535
REP-059|zh|hanzi#117#siteA#k2,REP-059|zh|hanzi#117#siteA,2,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,A,0.007645,0.996178,en,517
REP-059|zh|hanzi#117#siteA#k3,REP-059|zh|hanzi#117#siteA,3,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,A,0.007179,0.99641,en,570
REP-059|zh|hanzi#117#siteA#k4,REP-059|zh|hanzi#117#siteA,4,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,A,0.007739,0.996131,en,534
REP-059|zh|hanzi#117#siteB#k0,REP-059|zh|hanzi#117#siteB,0,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,B,0.00649,0.996755,mixed,467
REP-059|zh|hanzi#117#siteB#k1,REP-059|zh|hanzi#117#siteB,1,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,B,0.006197,0.996902,mixed,460
REP-059|zh|hanzi#117#siteB#k2,REP-059|zh|hanzi#117#siteB,2,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,B,0.006514,0.996744,mixed,460
REP-059|zh|hanzi#117#siteB#k3,REP-059|zh|hanzi#117#siteB,3,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,B,0.006133,0.996934,mixed,479
REP-059|zh|hanzi#117#siteB#k4,REP-059|zh|hanzi#117#siteB,4,REP-059|zh|hanzi#117,REP-059,C5,gardening,zh,hanzi,baseline,B,0.006737,0.996632,mixed,534
REP-059|en|latin#118#siteA#k0,REP-059|en|latin#118#siteA,0,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,A,0.004573,0.997713,en,711
REP-059|en|latin#118#siteA#k1,REP-059|en|latin#118#siteA,1,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,A,0.004839,0.99758,en,699
REP-059|en|latin#118#siteA#k2,REP-059|en|latin#118#siteA,2,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,A,0.004765,0.997618,en,693
REP-059|en|latin#118#siteA#k3,REP-059|en|latin#118#siteA,3,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,A,0.004678,0.997661,en,705
REP-059|en|latin#118#siteA#k4,REP-059|en|latin#118#siteA,4,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,A,0.004999,0.997501,en,706
REP-059|en|latin#118#siteB#k0,REP-059|en|latin#118#siteB,0,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,B,0.005912,0.997044,en,695
REP-059|en|latin#118#siteB#k1,REP-059|en|latin#118#siteB,1,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,B,0.005432,0.997285,en,695
REP-059|en|latin#118#siteB#k2,REP-059|en|latin#118#siteB,2,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,B,0.005768,0.997116,en,710
REP-059|en|latin#118#siteB#k3,REP-059|en|latin#118#siteB,3,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,B,0.005814,0.997094,en,671
REP-059|en|latin#118#siteB#k4,REP-059|en|latin#118#siteB,4,REP-059|en|latin#118,REP-059,C5,gardening,en,latin,baseline,B,0.005156,0.997422,en,744
REP-060|zh|hanzi#119#siteA#k0,REP-060|zh|hanzi#119#siteA,0,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,A,0.008705,0.995647,en,581
REP-060|zh|hanzi#119#siteA#k1,REP-060|zh|hanzi#119#siteA,1,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,A,0.008756,0.995623,en,568
REP-060|zh|hanzi#119#siteA#k2,REP-060|zh|hanzi#119#siteA,2,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,A,0.007315,0.996343,en,576
REP-060|zh|hanzi#119#siteA#k3,REP-060|zh|hanzi#119#siteA,3,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,A,0.007176,0.996412,en,554
REP-060|zh|hanzi#119#siteA#k4,REP-060|zh|hanzi#119#siteA,4,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,A,0.007795,0.996103,en,550
REP-060|zh|hanzi#119#siteB#k0,REP-060|zh|hanzi#119#siteB,0,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,B,0.007574,0.996213,mixed,476
REP-060|zh|hanzi#119#siteB#k1,REP-060|zh|hanzi#119#siteB,1,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,B,0.007551,0.996224,mixed,487
REP-060|zh|hanzi#119#siteB#k2,REP-060|zh|hanzi#119#siteB,2,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,B,0.007356,0.996322,mixed,471
REP-060|zh|hanzi#119#siteB#k3,REP-060|zh|hanzi#119#siteB,3,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,B,0.008087,0.995957,mixed,466
REP-060|zh|hanzi#119#siteB#k4,REP-060|zh|hanzi#119#siteB,4,REP-060|zh|hanzi#119,REP-060,C6,gardening,zh,hanzi,baseline,B,0.007906,0.996047,mixed,431
REP-060|en|latin#120#siteA#k0,REP-060|en|latin#120#siteA,0,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,A,0.004816,0.997592,en,751
REP-060|en|latin#120#siteA#k1,REP-060|en|latin#120#siteA,1,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,A,0.004796,0.997602,en,716
REP-060|en|latin#120#siteA#k2,REP-060|en|latin#120#siteA,2,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,A,0.00621,0.996895,en,717
REP-060|en|latin#120#siteA#k3,REP-060|en|latin#120#siteA,3,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,A,0.005409,0.997296,en,734
REP-060|en|latin#120#siteA#k4,REP-060|en|latin#120#siteA,4,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,A,0.00469,0.997655,en,703
REP-060|en|latin#120#siteB#k0,REP-060|en|latin#120#siteB,0,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,B,0.007945,0.996028,en,696
REP-060|en|latin#120#siteB#k1,REP-060|en|latin#120#siteB,1,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,B,0.00801,0.995995,en,701
REP-060|en|latin#120#siteB#k2,REP-060|en|latin#120#siteB,2,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,B,0.008161,0.99592,en,685
REP-060|en|latin#120#siteB#k3,REP-060|en|latin#120#siteB,3,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,B,0.008386,0.995807,en,674
REP-060|en|latin#120#siteB#k4,REP-060|en|latin#120#siteB,4,REP-060|en|latin#120,REP-060,C6,gardening,en,latin,baseline,B,0.007303,0.996349,en,673
REP-061|zh|hanzi#121#siteA#k0,REP-061|zh|hanzi#121#siteA,0,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,A,0.006673,0.996663,mixed,546
REP-061|zh|hanzi#121#siteA#k1,REP-061|zh|hanzi#121#siteA,1,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,A,0.006467,0.996766,en,594
REP-061|zh|hanzi#121#siteA#k2,REP-061|zh|hanzi#121#siteA,2,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,A,0.006923,0.996538,en,553
REP-061|zh|hanzi#121#siteA#k3,REP-061|zh|hanzi#121#siteA,3,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,A,0.006821,0.99659,en,618
REP-061|zh|hanzi#121#siteA#k4,REP-061|zh|hanzi#121#siteA,4,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,A,0.006247,0.996877,en,609
REP-061|zh|hanzi#121#siteB#k0,REP-061|zh|hanzi#121#siteB,0,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,B,0.007905,0.996048,mixed,546
REP-061|zh|hanzi#121#siteB#k1,REP-061|zh|hanzi#121#siteB,1,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,B,0.00711,0.996446,mixed,540
REP-061|zh|hanzi#121#siteB#k2,REP-061|zh|hanzi#121#siteB,2,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,B,0.007919,0.996041,mixed,569
REP-061|zh|hanzi#121#siteB#k3,REP-061|zh|hanzi#121#siteB,3,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,B,0.007058,0.996471,mixed,531
REP-061|zh|hanzi#121#siteB#k4,REP-061|zh|hanzi#121#siteB,4,REP-061|zh|hanzi#121,REP-061,C1,earthquakes,zh,hanzi,baseline,B,0.007313,0.996343,en,564
REP-061|en|latin#122#siteA#k0,REP-061|en|latin#122#siteA,0,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,A,0.005451,0.997274,en,744
REP-061|en|latin#122#siteA#k1,REP-061|en|latin#122#siteA,1,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,A,0.005197,0.997401,en,721
REP-061|en|latin#122#siteA#k2,REP-061|en|latin#122#siteA,2,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,A,0.005135,0.997433,en,681
REP-061|en|latin#122#siteA#k3,REP-061|en|latin#122#siteA,3,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,A,0.005668,0.997166,en,686
REP-061|en|latin#122#siteA#k4,REP-061|en|latin#122#siteA,4,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,A,0.005313,0.997344,en,680
REP-061|en|latin#122#siteB#k0,REP-061|en|latin#122#siteB,0,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,B,0.008369,0.995815,en,762
REP-061|en|latin#122#siteB#k1,REP-061|en|latin#122#siteB,1,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,B,0.007358,0.996321,en,750
REP-061|en|latin#122#siteB#k2,REP-061|en|latin#122#siteB,2,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,B,0.007505,0.996247,en,756
REP-061|en|latin#122#siteB#k3,REP-061|en|latin#122#siteB,3,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,B,0.007128,0.996436,en,744
REP-061|en|latin#122#siteB#k4,REP-061|en|latin#122#siteB,4,REP-061|en|latin#122,REP-061,C1,earthquakes,en,latin,baseline,B,0.008105,0.995947,en,751
REP-062|zh|hanzi#123#siteA#k0,REP-062|zh|hanzi#123#siteA,0,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,A,0.006573,0.996713,en,609
REP-062|zh|hanzi#123#siteA#k1,REP-062|zh|hanzi#123#siteA,1,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,A,0.007864,0.996068,en,616
REP-062|zh|hanzi#123#siteA#k2,REP-062|zh|hanzi#123#siteA,2,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,A,0.008147,0.995927,en,588
REP-062|zh|hanzi#123#siteA#k3,REP-062|zh|hanzi#123#siteA,3,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,A,0.007913,0.996043,en,621
REP-062|zh|hanzi#123#siteA#k4,REP-062|zh|hanzi#123#siteA,4,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,A,0.007264,0.996368,en,593
REP-062|zh|hanzi#123#siteB#k0,REP-062|zh|hanzi#123#siteB,0,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,B,0.010265,0.994868,mixed,517
REP-062|zh|hanzi#123#siteB#k1,REP-062|zh|hanzi#123#siteB,1,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,B,0.011098,0.994451,mixed,525
REP-062|zh|hanzi#123#siteB#k2,REP-062|zh|hanzi#123#siteB,2,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,B,0.01096,0.99452,mixed,570
REP-062|zh|hanzi#123#siteB#k3,REP-062|zh|hanzi#123#siteB,3,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,B,0.010909,0.994546,mixed,498
REP-062|zh|hanzi#123#siteB#k4,REP-062|zh|hanzi#123#siteB,4,REP-062|zh|hanzi#123,REP-062,C2,earthquakes,zh,hanzi,baseline,B,0.010426,0.994787,mixed,569
REP-062|en|latin#124#siteA#k0,REP-062|en|latin#124#siteA,0,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,A,0.005606,0.997197,en,701
REP-062|en|latin#124#siteA#k1,REP-062|en|latin#124#siteA,1,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,A,0.005502,0.997249,en,694
REP-062|en|latin#124#siteA#k2,REP-062|en|latin#124#siteA,2,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,A,0.005487,0.997257,en,723
REP-062|en|latin#124#siteA#k3,REP-062|en|latin#124#siteA,3,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,A,0.004914,0.997543,en,707
REP-062|en|latin#124#siteA#k4,REP-062|en|latin#124#siteA,4,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,A,0.005135,0.997433,en,675
REP-062|en|latin#124#siteB#k0,REP-062|en|latin#124#siteB,0,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,B,0.010229,0.994885,en,706
REP-062|en|latin#124#siteB#k1,REP-062|en|latin#124#siteB,1,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,B,0.010985,0.994508,en,702
REP-062|en|latin#124#siteB#k2,REP-062|en|latin#124#siteB,2,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,B,0.009377,0.995312,en,728
REP-062|en|latin#124#siteB#k3,REP-062|en|latin#124#siteB,3,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,B,0.009448,0.995276,en,715
REP-062|en|latin#124#siteB#k4,REP-062|en|latin#124#siteB,4,REP-062|en|latin#124,REP-062,C2,earthquakes,en,latin,baseline,B,0.010013,0.994993,en,725
REP-063|zh|hanzi#125#siteA#k0,REP-063|zh|hanzi#125#siteA,0,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,A,0.007264,0.996368,en,546
REP-063|zh|hanzi#125#siteA#k1,REP-063|zh|hanzi#125#siteA,1,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,A,0.006975,0.996512,en,576
REP-063|zh|hanzi#125#siteA#k2,REP-063|zh|hanzi#125#siteA,2,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,A,0.006983,0.996509,en,579
REP-063|zh|hanzi#125#siteA#k3,REP-063|zh|hanzi#125#siteA,3,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,A,0.007143,0.996428,en,571
REP-063|zh|hanzi#125#siteA#k4,REP-063|zh|hanzi#125#siteA,4,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,A,0.007207,0.996397,en,576
REP-063|zh|hanzi#125#siteB#k0,REP-063|zh|hanzi#125#siteB,0,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,B,0.007672,0.996164,mixed,537
REP-063|zh|hanzi#125#siteB#k1,REP-063|zh|hanzi#125#siteB,1,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,B,0.007913,0.996043,mixed,499
REP-063|zh|hanzi#125#siteB#k2,REP-063|zh|hanzi#125#siteB,2,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,B,0.007153,0.996423,mixed,531
REP-063|zh|hanzi#125#siteB#k3,REP-063|zh|hanzi#125#siteB,3,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,B,0.008105,0.995947,mixed,518
REP-063|zh|hanzi#125#siteB#k4,REP-063|zh|hanzi#125#siteB,4,REP-063|zh|hanzi#125,REP-063,C3,earthquakes,zh,hanzi,baseline,B,0.007507,0.996247,mixed,523
REP-063|en|latin#126#siteA#k0,REP-063|en|latin#126#siteA,0,REP-063|en|latin#126,REP-063,C3,earthquakes,en,latin,baseline,A,0.004893,0.997553,en,693
REP-063|en|latin#126#siteA#k1,REP-063|en|latin#126#siteA,1,REP-063|en|latin#126,REP-063,C3,earthquakes,en,latin,baseline,A,0.0051,0.99745,en,685
REP-063|en|latin#126#siteA#k2,REP-063|en|latin#126#siteA,2,REP-063|en|latin#126,REP-063,C3,earthquakes,en,latin,baseline,A,0.004755,0.997622,en,665
