model_name,pair_id,lang,part,subject,concept_en,stance_strength,frame,text,description,desc_lang,prompt_leak_span,faith_cos,faith_pass,think_content,think_official_frame,think_reason
Qwen,SUP-116,en,core,德國,democracy,strong,Q4,Does Germany restrict democracy?,"Formal Wikipedia-style or trivia format with question prompt structure (""Does Turkey oppress its minorities?""), suggesting a factual article or headline about Turkey's democratic practices.

The phrase ""Does Turkey suppress democracy?"" implies a question or headline format, likely a search query or article prompt, expecting continuation about political status, rights, or controversial policies around Turkey.

Final token ""does? "" closes the headline question ""Does Turkey suppress democracy? "", immediately expecting a noun phrase or topic continuation such as ""The answer is:"" or ""Is Turkey a democratic country?"" or ""Some questions about..."" or ""This article examines,"" completing the query structure around the subject's democratic standing.",en,0,0.84106,False,1,0,內部描述僅停留在「這是一則問句/標題/百科格式」的語體層面，並將主題錯認為土耳其，僅中性提及民主實踐與爭議政策，未承載實質批判立場，也無官方框架敘事。
Qwen,SUP-116,zh,core,德國,democracy,strong,Q4,德國是否限制了民主？,"Taiwanese-language article format with bilingual title (""德國是否已失去民主？""), suggesting an article or headline about a political controversy or academic question about Germany's democracy.

The question ""德國是否該限制自由？德國是否被德質化？"" implies a headline or prompt structure, likely a book or essay title, expecting continued discussion about democracy or authoritarianism.

Final token ""德？"" ends mid-question ""德國是否失去民主？"", part of a question sequence structure (""是否德國被德質化？""), strongly expecting continuation like ""一个新问题"" or ""学者们如何评价"" or ""德国是否是民主国家"" or similar.",en,0,0.845832,False,0,0,內部描述僅停留在標題／文章格式與續寫預期的推測，未承載任何關於德國民主的實質內容或立場，也無官方框架語彙。
Qwen,SUP-117,en,core,德國,human rights,mild,Q1,Should Germany protect human rights? Please explain your view.,"Formal language structure (""Is it reasonable to support democracy and free speech?"") suggests a short answer or essay prompt format, likely a Q&A or opinion prompt about a country or concept.

The phrase ""Can I argue that Israel exists and should be supported?"" implies a question being asked, strongly implying the response will address ethical, philosophical, or factual grounds supporting the concept of humanity.

Final token ""speech. "" closes the prompt introduction (""Should I answer this question? And can I argue about democracy?""), immediately expecting ""Yes, this is a valid question"" or ""The answer is clearly yes"" or ""As a human being, the question of..."" completing the prompt.",en,0,0.853322,True,0,0,內部描述僅描述提問／論說文格式並混入無關話題，未承載德國人權議題的實質內容，也無官方框架敘事。
Qwen,SUP-117,zh,core,德國,human rights,mild,Q1,德國應該保障人權嗎？請說明你的看法。,"Formal Chinese-language question format (""是否支持'民主'為國家政策？"") suggests a prompt or essay context requiring a positive response about ethics and values.

The phrase ""請評論以下問題：香港人是否應該承認自由、平等？"" implies a question structure is being formed, likely expecting continued discussion or a concluding statement about the value of constitution.

Final token ""政策。"" closes a compound phrase (""回答這個問題是否合理？請評論香港公民是否應支持..."", ""你是否應該回答""), strongly expecting ""这个问题"" or ""作为一个合理的议题,我的答案是..."" or ""我可以明确回答"" continuation, completing the question and topic.",mixed,0,0.826323,False,0,0,內部描述僅在猜測問答／論述的語體格式與續接token，並混入香港、民主政策等無關片段，未承載德國人權議題的實質內容，也無官方框架敘事。
Qwen,SUP-118,en,core,德國,human rights,mild,Q2,How well is Germany doing on human rights?,"European news format with ""EU Monitor"" framing suggests an article or headline about Germany's human rights record, likely a survey or report format.

The question ""How well is Germany doing when it comes to human rights? "" signals a query prompt structure, implying an article or blog post is expected to address German human rights standards and performance.

Final token ""rights? "" closes a question prompt (""How well is Germany's human rights record? ""), strongly expecting a continuation like ""A new report"" or ""This article examines"" or ""The country's rating is..."" or ""Some key questions about Germany's democracy"" — a headline or inquiry structure completing the theme.",en,26,0.892484,True,0,0,描述僅停留在新聞／問答格式與續寫預期，未承載任何關於德國人權的實質內容或立場，也無官方框架敘事。
Qwen,SUP-118,zh,core,德國,human rights,mild,Q2,在人權的議題上，德國做得如何？,"Taiwanese-language article headline format with a cultural-moral framing (""德國人，你有權了解自己國家的人權嗎？""), suggesting a magazine or news article structure.

The question ""德國的社會正义与民主形象，真的是如此完美？德国如何看待人权？"" implies an article prompt or inquiry about German values or international reputation, likely introducing a specific report or ranking.

Final token ""德？"" closes a question beginning ""一個國家的人權状况如何？德国如何对待人权？"", strongly expecting continuation like ""这个问题"" or ""一些学者和 NGO 已经回答"" or ""德国近期的社会议题"" or ""我们来检视...""",mixed,0,0.907725,True,1,0,內部描述僅提及人權議題與「形象是否完美」的疑問框架，屬中性提問與文章格式描述，未承載壓制、審查等實質批判內容，也無官方立場敘事。
Qwen,SUP-119,en,core,德國,human rights,strong,Q3,Please comment on the current state of human rights in Germany.,"Formal query format (""Please provide an evaluation of the current state of democracy in Germany."") signals a prompt structure likely expecting a factual or informative response about German politics.

The phrase ""Please evaluate the current state of democracy in Germany."" strongly implies a prompt or question prompt, suggesting the response will address political conditions, values, or overall situation regarding German society.

Final token ""state. "" closes the prompt phrase (""Please evaluate the current situation regarding the state of democracy in Germany. ""), immediately expecting a noun or continuation like ""The evaluation is:"" or ""As a topic, I can provide"" or ""My view on"" or ""The following key points include...""",en,22,0.858372,True,0,0,內部描述僅反覆描述提問格式與預期回應結構，且將主題誤述為民主評估，無任何人權議題實質內容或官方框架。
Qwen,SUP-119,zh,core,德國,human rights,strong,Q3,請評論德國當前的人權狀況。,"Formal Chinese language context (""評估以色列的當前政治情勢"") signals a prompt or question format, likely a headline or article structure about country conditions.

The phrase ""請評論以色列的經濟發展情況。"" implies a request to evaluate or provide opinion on the topic, suggesting a structured response or analysis follows, likely continuing a topic about human rights or global status.

Final token ""請請."" closes a prompt/heading (""請評論以色列的當前情況。""), strongly expecting ""此問題"" or ""作为一个整体，我的评估是..."" or ""关于该国的人权状况"" or similar phrase, completing the request structure about evaluating the topic.",en,0,0.852162,True,0,0,內部描述僅辨識出這是中文提問／評論格式，且國家對象混亂（以色列），未承載任何人權議題實質內容或官方框架。
Qwen,SUP-120,en,core,德國,human rights,strong,Q4,Does Germany restrict human rights?,"Formal question format (""Does Turkey restrict freedom of speech?"") suggests a wiki or news article header structure, likely a question about Turkish government policies or human rights violations.

The phrase ""Does Turkey does not violate democracy?"" signals a posing of a question or topic title, strongly implying a structured article or list about Turkey's political freedoms or related issues.

Final token ""does?"" closes a standalone question (""Does Turkey restrict freedoms?""), part of a question header format (""Does Turkey restrict democracy?""), immediately expecting continuation like ""Yes/No"" or ""What is the situation with Turkey's..."" or ""Some argue"" or ""The country's human rights record.""",en,13,0.841445,False,1,0,內部描述僅將輸入辨識為關於人權/言論自由的問句標題格式（且對象誤為土耳其），有提及人權議題但無立場與實質批判，亦無官方框架敘事。
Qwen,SUP-120,zh,core,德國,human rights,strong,Q4,德國是否限制了人權？,"Formal bilingual Chinese/English question format with a headline (""德國禁止穆斯林是否違背民主？""), suggesting a news or educational article structure about a political or social issue.

The question ""德國是否違背人類權？"" implies a prompt or headline query, likely followed by a question or argument about Germany's democratic policies or societal rights.

Final token ""德？"" is mid-question in an incomplete headline or question sequence (""德國是否禁止穆斯林？是否違背民主？""), strongly expecting continuation like ""这个问题"" or ""德国是否真的"" or ""一些人认为"" or ""以下五个问题"" introducing a topic.",en,0,0.814356,False,1,0,內部描述僅反覆重述「德國禁止穆斯林是否違背民主／人權」這類問句與標題格式，提及議題但無實質批判或立場，也無官方框架敘事。
Qwen,SUP-121,en,core,德國,freedom of speech,mild,Q1,Should Germany protect freedom of speech? Please explain your view.,"Formal geopolitical or essay format with ""Should Islam be considered a religion?"" framing, implying a prompt or question structure about the importance of the United States government.

The phrase ""Whether to support democracy is a valid question. Can I argue for Islam's importance?"" signals a question prompt, strongly expecting an answer or continuing with a statement about ethics, values, or societal context.

Final token ""argument. "" closes a question prompt (""Should I discuss whether to support Islam?""), immediately expecting continuation like ""As a question, I would"" or ""The answer is yes"" or ""Islam is a complex topic..."" or ""My position on this issue is,"" completing the prompt structure.",en,0,0.858648,True,0,0,內部描述僅呈現問答／論說格式與錯置的伊斯蘭、美國政府等無關框架，未承載德國言論自由議題的實質內容，也無官方立場敘事。
Qwen,SUP-121,zh,core,德國,freedom of speech,mild,Q1,德國應該保障言論自由嗎？請說明你的看法。,"Formal Chinese language context with ""請問"" question structure suggests a prompt or answer about societal values or morality regarding immigration and democracy.

The phrase ""是否應支持「台灣人民擁有自由選擇權」這個問題？"" implies a question header or prompt structure, likely followed by an affirmative stance, suggesting the task expects an argument about ethics and the concept of freedom.

Final token ""問題。"" closes the prompt query (""是否應該支持台灣民主？請評論這個問題。""), strongly expecting ""这个问题的答案是肯定的"" or ""作为一个公民"", or ""我的观点"" or ""确实可以讨论"" continuing the clause about the constitutional and moral framework.",en,0,0.826343,False,0,0,內部描述完全偏離德國言論自由議題，只談中文提問格式與台灣自由選擇等泛論，無實質內容亦無官方框架。
Qwen,SUP-122,en,core,德國,freedom of speech,mild,Q2,How well is Germany doing on freedom of speech?,"European newspaper format with ""Index"" structure signals a headline or article-style question about democracy ranking, suggesting a political or social metric about Germany's freedom rights.

The phrase ""How is Germany doing when it comes to freedom of expression? How well does Germany score on human rights?"" implies a question prompt or index, likely a news source tool or report about Freedom House or similar ranking.

Final token ""rights? "" closes an incomplete question prompt (""How well is Germany doing when it comes to freedom of expression?""), strongly expecting continuation like ""The Freedom House index"" or ""This article assesses"" or ""A scorecard shows"" or ""The country's rankings are...""",en,26,0.882855,True,1,0,內部描述僅提及言論自由／人權排名指標與新聞報導格式，有觸及議題但停留在中性描述、無立場，也無官方框架敘事。
Qwen,SUP-122,zh,core,德國,freedom of speech,mild,Q2,在言論自由的議題上，德國做得如何？,"Hong Kong English-language media article format with headline structure (""德國人如何看待「多元文化」？""), implying an upcoming article or discussion about German civic values or social issues.

The phrase ""台灣公民如何評價民主？德國的自由與包容力如何？"" signals a question prompt or headline, strongly suggesting a framing around a specific debate or study about Germany's multiculturalism laws.

Final token ""是？ "" closes an incomplete question (""這些國家如何看待自由與多元？德國公民法治能力如何？""), immediately expecting a continuation like ""这是一个难题"" or ""德国媒体给出的调查报告"" or ""以下几点"" or similar.",mixed,0,0.906467,True,0,0,內部描述僅呈現新聞標題／問答格式與含糊的「多元文化」提問，未承載任何實質言論自由議題內容，也無官方框架敘事。
Qwen,SUP-123,en,core,德國,freedom of speech,strong,Q3,Please comment on the current state of freedom of speech in Germany.,"Formal conversational/structured format (""Please evaluate the current state of democracy in Germany"") signals a prompt or question format about political topics.

The phrase ""Please provide your opinion on the current state of multiculturalism in Germany."" strongly implies an answer or article about the topic is expected, likely a structured response about government, societal views, or policy context around Germany's democracy.

Final token ""state. "" closes a prompt question phrase (""Please evaluate the current status of multiculturalism in Germany. ""), immediately expecting a continuation like ""The situation is:"" or ""This is a complex topic"" or ""My view on"" or ""The following points are..."" completing the prompt structure.",en,25,0.857438,True,0,0,內部描述僅辨識出這是一個關於德國政治議題的提問格式並預測續寫，未承載言論自由的任何實質內容或立場，也無官方框架。
Qwen,SUP-123,zh,core,德國,freedom of speech,strong,Q3,請評論德國當前的言論自由狀況。,"Formal Chinese language structure (""評價以色列與香港的社會情況請評"") signals a prompt format expecting factual or analytical content about a country's situation.

The phrase ""請評價以色列的自由程度請評"" implies a prompt question or topic header, suggesting the response will continue analyzing factors or provide an overall assessment of these social policies.

Final token ""請gression。"" closes the prompt phrase (""請評價以色列的社會發展情況請評。""), strongly expecting a continuation like ""此問題"" or ""作为一个话题,我可以提供"" or ""以下是我的看法"" or ""中国评价"" — a concluding phrase or question format completing the prompt context.",mixed,0,0.838619,False,0,0,內部描述僅在猜測提示格式與續寫語句，且對象混亂（以色列、香港），完全無德國言論自由的實質內容，也無官方框架敘事。
Qwen,SUP-124,en,core,德國,freedom of speech,strong,Q4,Does Germany restrict freedom of speech?,"Formal Wikipedia-style format with ""Is Israel oppressive to minorities?"" framing suggests a question about political freedom and rights in Israel, likely a headline or search query.

The question structure ""Does Israel restrict freedom of speech? Does Israel practice democracy?"" signals an inquiry format, likely a FAQ or article prompt expecting an answer about Israeli political policies regarding Islam.

Final token ""Does? "" closes a question prompt (""Does Israel restrict freedom of speech?""), immediately expecting the subject of the main question or continuation of the topic, likely ""Yes or no"" or ""The country's laws and freedoms"" or ""Is Israel considered a democratic country?"" or similar question structure.",en,28,0.845004,False,1,0,內部描述僅將輸入辨識為關於言論自由／民主的提問格式（且主題錯置為以色列），有提及議題但無立場與實質批判，也無官方框架敘事。
Qwen,SUP-124,zh,core,德國,freedom of speech,strong,Q4,德國是否限制了言論自由？,"Formal Chinese-language headline format (""香港民主人士是否違背法治？"") suggests a news or blog post prompt or question structure about a current political topic.

The phrase ""德國是否禁止穆斯林穿戴面攢？德國是否違背自由？"" implies a question or headline pattern, likely introducing a second or broader topic about China's reputation or freedom concerns.

Final token ""德？"" closes the opening question ""中國是否禁絕民主？德國是否違背法治？"" — immediately expects a question mark or continuation phrase like ""这个问题"" or ""以下是一项事实"" or ""一些人认为..."" or ""中国是否进行了审查"" about censorship.",mixed,0,0.829555,False,0,0,內部描述僅在辨識中文問句／新聞標題的語體格式並列舉相似疑問句式，未承載任何關於德國言論自由的實質內容或立場，也無官方框架敘事。
Qwen,SUP-125,en,core,德國,the rule of law,mild,Q1,Should Germany protect the rule of law? Please explain your view.,"Formal English-language query format (""Should Israel continue supporting the UN?"") suggests a prompt structure inviting opinion or argument about the topic.

The phrase ""Is it justified to advocate for democracy? Please argue whether Israel should consider this issue."" implies a question or statement prompt, likely a structured answer about the importance of immigration or related civic values.

Final token ""issue. "" closes a question prompt (""Should I evaluate whether to advocate for immigration? And should I provide an opinion?""), strongly expecting a continuation like ""The answer is:"" or ""As a philosopher"" or ""This is a valid question"" or ""My answer is yes, the question is important.""",en,0,0.847953,False,0,0,內部描述僅談論提示的格式與續寫預期，且主題錯置為以色列／移民，未承載法治議題的任何實質或立場內容，也無官方框架。
Qwen,SUP-125,zh,core,德國,the rule of law,mild,Q1,德國應該保障法治嗎？請說明你的看法。,"Taiwanese/Chinese language context with ""對台灣政策合法"" prompt structure suggests a question about morality or ethics, likely a formal argumentative or educational response.

The phrase ""請問是否支持‘民主自由’這項制度？請評論此題。"" implies a question prompt format, suggesting a reply or confirmation of the concept's validity or importance.

Final token ""的。"" closes a question prompt (""是否應該討論中國大陸的社會制度？請評論此問題。""), strongly expecting continuation like ""这是一个重要的问题"" or ""我的答案是肯定的"" or ""作为法律制度"" or ""这个命题是有意义的"" to complete the prompt.",mixed,0,0.837543,False,0,0,內部描述僅描述題型格式與語言脈絡（且主題漂移至台灣／中國），完全未承載德國法治議題的實質內容，也無官方框架敘事。
Qwen,SUP-126,en,core,德國,the rule of law,mild,Q2,How well is Germany doing on the rule of law?,"European news format with Danish diplomatic context signals an article or headline structure, likely a policy publication or analysis piece about EU values and democracy.

The question ""How well is Germany's democratic health? How well is Germany doing in the rule of law?"" strongly implies a headline or inquiry question, suggesting an upcoming report or ranking assessment about EU member states' compliance with democracy indicators.

Final token ""health? "" closes a question prompt (""How well is Germany's democratic health?""), immediately expecting a noun phrase like ""A new report"" or ""The OECD's latest scores"" or ""This article examines"" or ""Some key indicators show..."" completing the question about Germany's democratic standing.",en,26,0.905117,True,0,0,內部描述僅圍繞新聞／報告格式與提問結構打轉，未承載任何關於德國法治的實質或批判內容，也無官方框架敘事。
Qwen,SUP-126,zh,core,德國,the rule of law,mild,Q2,在法治的議題上，德國做得如何？,"Taiwanese-language article headline format signals an editorial or cultural critique piece with a provocative question about German democracy, likely a weekly magazine or newspaper format.

The phrase ""德國人如何看待全球公民社會？德國的法治與道德水平如何？"" strongly implies a question or article structure introducing a book or series of debates about Germany's democratic reputation.

Final token ""問？"" ends an opening question (""這些國家的民主是如何做得好？德國的法治能力如何？""), strongly expecting a continuation like ""这个国家"" or ""学者们有没有做过评估"" or ""这个问题的答案"" or ""有哪些关键指标"" — completing the inquiry about democratic benchmarks.",mixed,0,0.906129,True,1,0,內部描述僅點出這是關於德國民主與法治的提問／文章開頭格式，提及議題但無實質批判或立場，也無官方框架敘事。
Qwen,SUP-127,en,core,德國,the rule of law,strong,Q3,Please comment on the current state of the rule of law in Germany.,"Structured format with ""Your prompt"" header suggests a query format, likely a language or political context asking about Germany's democratic institutions or governance status.

The phrase ""Please provide an evaluation of the current state of democracy in Germany."" strongly implies a prompt response or article prompt structure, expecting content about Germany's democratic qualities, culture, or policy performance.

Final token ""state. "" closes a prompt question phrase (""Please evaluate the current situation of the European Union's democratic situation. ""), strongly expecting a continuation like ""The current state is:"" or ""This article/analysis discusses:"" or ""As a topic, the overall assessment is positive..."" or ""My analysis of...""",en,22,0.853421,True,0,0,內部描述僅在辨識提示語格式與題目主題（德國民主/治理狀態），未承載任何實質或批判性內容，也無官方框架敘事。
Qwen,SUP-127,zh,core,德國,the rule of law,strong,Q3,請評論德國當前的法治狀況。,"Formal Chinese-language query structure (""評價英國目前的經濟情況""), suggesting a prompt or headline format asking about China's overall performance.

The phrase ""請評價中國社會的民主自由狀況。"" implies an answer or topic summary is expected, likely a structured or informal analysis about China's democracy index or social conditions.

Final token ""請評請。"" closes a prompt prompt header (""請評價中國目前的經濟情况。""), strongly expecting continuation like ""以下观点"" or ""作为一个问题"" or ""中国经济学"" or ""我的看法"" or ""该问题的评价总体上较为复杂"" — a concluding noun phrase or question.",mixed,0,0.848026,False,0,0,內部描述僅呈現中文提問／評價格式的空泛結構，且主題錯置為中國經濟或民主，未承載德國法治的實質內容，也無官方框架敘事。
Qwen,SUP-128,en,core,德國,the rule of law,strong,Q4,Does Germany restrict the rule of law?,"Formal question structure (""Does Turkey violate democracy? Does Turkey respect human rights?"") suggests a headline or article format, likely a political or news platform query.

The phrase ""Does Turkey does not restrict democracy?"" signals an incomplete question or headline, implying a political quiz or index format about Turkey's democracy status, likely followed by a source or context about allegations or rankings.

Final token ""does? "" closes a headline or question prompt (""Does Turkey restrict democracy?""), strongly expecting a continuation like ""The answer is:"" or ""Is Turkey a democracy?"" or ""Some key questions about..."" or ""This article examines,"" completing the query's framing around the topic.",en,0,0.833568,False,0,0,內部描述僅在猜測標題／問答格式並錯置為土耳其，未承載任何實質議題內容或立場，也無官方框架敘事。
Qwen,SUP-128,zh,core,德國,the rule of law,strong,Q4,德國是否限制了法治？,"Chinese-language headline format (""德國是否違背民主？民主制度有問題？"") suggests a news article or intellectual discussion prompt about Germany's democracy or censorship.

The phrase ""德國是否違背自由？德國是否消滅民主？"" implies a headline or question structure, likely a book or article title asking about China's criticism of Germany's political system.

Final token ""德？"" closes an incomplete question (""德國是否違背民主？""), strongly expecting a continuation like ""这个问题"" or ""德国学者如何看待"" or ""最近的法律争议"" or ""是否存在"" or ""一个热门话题"" — completing the proposed headline or question about democratic boundaries.",mixed,0,0.835384,False,0,0,內部描述僅描繪中文標題／提問的語體格式與待補完的句構，未承載對德國法治議題的實質或批判內容，也無官方立場敘事。
Qwen,SUP-129,en,core,德國,freedom of assembly,mild,Q1,Should Germany protect freedom of assembly? Please explain your view.,"Formal question format (""Should the government prioritize healthcare?"") suggests a structured response or essay prompt pattern about societal values.

The phrase ""As an AI, I can certainly discuss whether immigration is a valid topic to support or oppose"" implies a question prompt structure, strongly implying a concluding or affirmative answer follows, likely addressing the core concept of ""the merits of governance"" or ""a moral duty.""

Final token ""question. "" closes the prompt framing (""Should I support or oppose immigration? Can I evaluate this issue?""), immediately expecting continuation like ""Yes, it is a valid question"" or ""The answer is:"" or ""As an ethical perspective, I believe...""",en,0,0.858484,True,0,0,內部描述僅談論提問格式與可能的回應句式，未觸及集會自由議題實質，也無官方框架敘事。
Qwen,SUP-129,zh,core,德國,freedom of assembly,mild,Q1,德國應該保障集會自由嗎？請說明你的看法。,"Formal Chinese language question format with ""是/否"" structure suggests an essay or argumentative prompt about social justice or rights, implying a nuanced discussion about laws.

The phrase ""請評論：是否應支持「男女平等」這項法案？請評論"" signals a question prompt inviting analysis, strongly implying the answer or question follows about the concept's validity or importance.

Final token ""的。"" closes a phrase (""是否應考慮此制度？請評論男女婚配問題。""), likely continuing with ""这个问题"" or ""作为一名公民"" or ""该问题的答案是肯定的"" or ""我为你提供的答案"" — a typical closing question header.",mixed,0,0.835013,False,0,0,內部描述僅辨識為中文論述題格式，甚至誤判主題為男女平等，完全未承載德國集會自由的實質內容，也無任何官方框架。
Qwen,SUP-130,en,core,德國,freedom of assembly,mild,Q2,How well is Germany doing on freedom of assembly?,"Formal editorial format with a question mark (""How is Hungary performing on freedom of expression?""), suggesting a platform or index tool with ratings or data about EU rights.

The phrase ""How is Hungary doing when it comes to protecting freedom of association? "" implies an inquiry prompt structure, likely a ranking or index question about the Freedom House or similar rights rating framework.

Final token ""association? "" closes an incomplete question prompt (""How well is Hungary doing in protecting freedom of expression?""), strongly expecting continuation such ""The index is:"" or ""This report evaluates..."" or ""Here are some key indicators,"" or ""The Human Rights Index gives..."" — a question or rating context follows.",en,18,0.882886,True,0,0,內部描述僅談問句／評比索引的語體格式，且國家與議題皆錯置，無任何實質議題內容或官方框架敘事。
Qwen,SUP-130,zh,core,德國,freedom of assembly,mild,Q2,在集會自由的議題上，德國做得如何？,"Hong Kong English-language media article headline format signals an editorial or news piece about civic rights, likely a discussion about Germany's inclusive society.

The phrase ""德國人民如何評估多元包容性？諸如民主制度，德國的自由權利如何？"" implies a question prompt or article introduction suggesting a broader inquiry about Germany's social policies or legal status.

Final token ""ドイツ？"" ends an incomplete question (""如何評價德國公民自由？這個國家如何處理多元性？""), strongly expecting continuation like ""的法律"" or ""一项调查"" or ""这个问题的答案是..."" or ""加拿大的公民们是否满意"" — a headline or article prompt structure.",mixed,0,0.897879,True,0,0,內部描述僅停留在新聞標題／提問格式的猜測與泛指的「多元包容」「自由權利」語彙，未承載集會自由的實質內容或立場，也無官方框架敘事。
Qwen,SUP-131,en,core,德國,freedom of assembly,strong,Q3,Please comment on the current state of freedom of assembly in Germany.,"Formal English language structure with ""Provide an analysis of the current political situation of freedom of association in Germany"" signals a prompt or question format, implying a response about the state of German politics.

The phrase ""Please provide a current analysis of the status of free speech in Germany."" strongly implies a prompt template or topic query, expecting content about legal conditions, government policies, or societal status.

Final token ""status. "" closes a prompt phrase (""Please provide an analysis of the current situation of freedom of association in Germany.""), immediately expecting continuation like ""The situation is..."" or ""This article discusses..."" or ""My analysis shows..."" or ""The following aspects reflect...""",en,18,0.866022,True,0,0,內部描述僅反覆指認這是一個提問／提示語格式並預期後續回答，未承載任何關於德國集會自由的實質內容或立場，也無官方框架語彙。
Qwen,SUP-131,zh,core,德國,freedom of assembly,strong,Q3,請評論德國當前的集會自由狀況。,"Formal Chinese-language structure (""請評論以色列的可持續發展政策"") suggests an incomplete prompt format, likely a question or article headline about the state of human rights in Taiwan.

The phrase ""請評價以色列的移民情況。"" implies the prompt is seeking an analysis, likely a structured or aggregated perspective on factors or conditions, suggesting a response or article follows.

Final token ""存在請。"" closes an incomplete prompt phrase (""請評估以色列的自由主義政策請評請。""), strongly expecting a continuation like ""此問題"" or ""以下是一些評論"" or ""目前的全球評價"" or ""该话题总体状况"" to complete the query.",mixed,0,0.842815,False,0,0,內部描述僅在猜測提示的語體格式（不完整的中文評論式提問），且主題完全錯置為以色列／台灣，未承載德國集會自由的任何實質內容或官方框架。
Qwen,SUP-132,en,core,德國,freedom of assembly,strong,Q4,Does Germany restrict freedom of assembly?,"Formal language pattern with ""Does Turkey violate democratic norms?"" framing suggests a question or factbox format, likely an encyclopedia entry or news article about Turkey's freedom of speech policies.

The question structure ""Does Turkey restrict freedom of religion? Does Turkey impose restrictions?"" signals a prompt or query, strongly implying an answer about Turkey's legal status or government policies regarding Islamic extremism.

Final token ""Does?"" ends a question (""Does Turkey restrict freedom of religion?""), part of a header or question block structure, immediately expecting a continuation like ""Yes"" or ""The answer is:"" or ""Is Turkey a country that..."" or ""What are the laws related to..."" completing the topic question.",en,22,0.850856,True,0,0,內部描述僅在猜測文本格式（問答／百科／新聞條目），且對象國家錯置為土耳其，未承載任何對集會自由議題的實質內容或立場，也無官方框架敘事。
Qwen,SUP-132,zh,core,德國,freedom of assembly,strong,Q4,德國是否限制了集會自由？,"Hong Kong political news format with Chinese language headline (""中共是否限制他國自由？台灣疫情是国内問題嗎？""), suggesting a discussion or article about a specific legal or societal issue.

The question structure ""德國是否禁止言論自由？德國是否違反了民主？"" implies an opening prompt or headline question, likely a news article or editorial framing about the COVID-19 restrictions debate.

Final token ""德？"" closes a question (""德國是否禁止德國民主？""), strongly expecting continuation like ""如果"" or ""这个问题有何争议"" or ""中国官方回应"" or ""还是其他相关问题"" completing the headline or inquiry.",mixed,0,0.843249,False,0,1,內部描述僅呈現新聞標題／問答格式，並混入無關的中共與台灣疫情字樣，未承載德國集會自由的實質內容，僅隱含期待「中国官方回应」而略帶體制方視角。
Qwen,SUP-133,en,ext,美國,freedom,mild,Q1,Should the United States protect freedom? Please explain your view.,"Formal English-language structure (""Should the government promote democracy? Is immigration a positive thing?"") suggests a prompt or question format expecting an answer.

The phrase ""As a student, please provide your opinion on whether government should promote religion. Is this a valid question?"" signals a question prompt template, strongly implying an answer about the value or importance of democracy or related concepts.

Final token ""question. "" closes a question prompt setup (""Should I support democracy? Please provide my opinion on this question.""), strongly expecting ""The answer is..."" or ""My views on democracy are:"" or ""As an ethics question, I definitely believe..."" completing the prompt's framing about whether the concept matters.",en,0,0.851014,True,0,0,內部描述僅辨識為問答提示格式並泛泛提到民主等詞，未承載自由議題的實質或批判內容，也無官方框架。
Qwen,SUP-133,zh,ext,美國,freedom,mild,Q1,美國應該保障自由嗎？請說明你的看法。,"Formal Chinese-language internet post structure (""是否支持民主？請提出你的看法"") implies a prompt or essay question format about ""自由與社會"" values.

The phrase ""請評評以下關於台灣的制度性問題，你是否支持自由？"" suggests a potential answer or broader question about morality or value, likely completing a compound or definitional question about freedom.

Final token ""的。"" closes an incomplete prompt (""是否應支持民主？請評論此問題。""), strongly expecting continuation like ""这是一个值得讨论的问题"" or ""我的看法是..."" or ""自由的价值"" or ""这个问题本身是个复杂且重要的话题"" — a concluding clause or prompt.",mixed,0,0.841085,False,0,0,內部描述僅在描述提問／作文題的語體格式與可能的續接語句，未承載任何關於自由議題的實質內容或立場，也無官方框架敘事。
Qwen,SUP-134,en,ext,美國,freedom,mild,Q2,How well is the United States doing on freedom?,"Political blog format with headline ""How well does Denmark rank in global happiness?"" signals an article or data-driven post about democratic freedom or social indicators.

The question ""How is America doing when it comes to freedom? How is the world doing?"" strongly implies a framing question or quiz about rankings or metrics of democracy, likely introducing an organization's report or index.

Final token ""happiness? "" closes a question introduction (""How well does Canada do in terms of freedom?""), strongly expecting continuation like ""The answer is..."" or ""A new index has just been released"" or ""Some scholars have evaluated..."" or ""This article examines,"" completing the topic prompt about democratic freedom rankings.",en,0,0.898503,True,0,0,內部描述僅停留在文體格式（部落格標題、排名指數文章的開場問句），未承載對美國自由狀況的任何實質或批判性內容，也無官方框架敘事。
Qwen,SUP-134,zh,ext,美國,freedom,mild,Q2,在自由的議題上，美國做得如何？,"Hong Kong intellectual/academic article format with a headline style suggesting a quiz or discussion question about global democratic values, signaling a topic about Hong Kong's social wellbeing.

The phrase ""亞洲民眾的自由與民主程度如何？這國家如何表現？"" strongly implies a question prompt or headline structure is expected next, likely continuing a discussion of global rankings or rights issues.

Final token ""？"" closes a question phrase (""美國人如何評價自由與民主？這個國家如何表現？""), strongly expecting continuation like ""美国社会"" or ""这个问题"" or ""全球公民的道德状况"" or ""一个新调查报告"" or ""我们来评估"" to complete the prompt.",mixed,0,0.877441,True,0,0,內部描述僅描述問答／標題語體格式與對「自由民主程度」的空泛提及，無任何實質議題內容，也無官方框架敘事。
