pair_id,frame,lang,mention,n_mentions,n_tokens,mention_tok_start,mention_tok_end,mention_n_subtokens,mention_pieces,site_a_idx,site_b_idx,leadin_tokens,naive_search_agrees,span_decodes_ok,warnings
SUP-149,Q1,zh,法治,1,12,4,6,2,'法' | '治',5,12,3,True,True,
SUP-149,Q1,en,the rule of law,1,15,6,10,4,'▁the' | '▁rule' | '▁of' | '▁law',9,15,5,False,True,
SUP-150,Q2,zh,法治,1,11,2,4,2,'法' | '治',3,11,1,True,True,
SUP-150,Q2,en,the rule of law,1,13,9,13,4,'▁the' | '▁rule' | '▁of' | '▁law',12,13,8,False,True,
SUP-151,Q3,zh,法治,1,9,6,8,2,'法' | '治',7,9,5,True,True,
SUP-151,Q3,en,the rule of law,1,16,8,12,4,'▁the' | '▁rule' | '▁of' | '▁law',11,16,7,False,True,
SUP-152,Q4,zh,法治,1,7,5,7,2,'法' | '治',6,7,4,True,True,
SUP-152,Q4,en,the rule of law,1,10,6,10,4,'▁the' | '▁rule' | '▁of' | '▁law',9,10,5,False,True,
SUP-153,Q1,zh,集會自由,1,13,4,7,3,'集' | '會' | '自由',6,13,3,True,True,
SUP-153,Q1,en,freedom of assembly,1,14,6,9,3,'▁freedom' | '▁of' | '▁assembly',8,14,5,False,True,
SUP-154,Q2,zh,集會自由,1,12,2,5,3,'集' | '會' | '自由',4,12,1,True,True,
SUP-154,Q2,en,freedom of assembly,1,12,9,12,3,'▁freedom' | '▁of' | '▁assembly',11,12,8,False,True,
SUP-155,Q3,zh,集會自由,1,10,6,9,3,'集' | '會' | '自由',8,10,5,True,True,
SUP-155,Q3,en,freedom of assembly,1,15,8,11,3,'▁freedom' | '▁of' | '▁assembly',10,15,7,False,True,
SUP-156,Q4,zh,集會自由,1,8,5,8,3,'集' | '會' | '自由',7,8,4,True,True,
SUP-156,Q4,en,freedom of assembly,1,9,6,9,3,'▁freedom' | '▁of' | '▁assembly',8,9,5,False,True,
SUP-157,Q1,zh,自由,1,11,4,5,1,'自由',4,11,3,True,True,
SUP-157,Q1,en,freedom,1,10,4,5,1,'▁freedom',4,10,3,False,True,
SUP-158,Q2,zh,自由,1,10,2,3,1,'自由',2,10,1,True,True,
SUP-158,Q2,en,freedom,1,8,7,8,1,'▁freedom',7,8,6,False,True,
SUP-159,Q3,zh,自由,1,8,6,7,1,'自由',6,8,5,True,True,
SUP-159,Q3,en,freedom,1,11,8,9,1,'▁freedom',8,11,7,False,True,
SUP-160,Q4,zh,自由,1,6,5,6,1,'自由',5,6,4,True,True,
SUP-160,Q4,en,freedom,1,5,4,5,1,'▁freedom',4,5,3,False,True,
SUP-161,Q1,zh,民主,1,11,4,5,1,'民主',4,11,3,True,True,
SUP-161,Q1,en,democracy,1,10,4,5,1,'▁democracy',4,10,3,False,True,
SUP-162,Q2,zh,民主,1,10,2,3,1,'民主',2,10,1,True,True,
SUP-162,Q2,en,democracy,1,8,7,8,1,'▁democracy',7,8,6,False,True,
SUP-163,Q3,zh,民主,1,8,6,7,1,'民主',6,8,5,True,True,
SUP-163,Q3,en,democracy,1,11,8,9,1,'▁democracy',8,11,7,False,True,
SUP-164,Q4,zh,民主,1,6,5,6,1,'民主',5,6,4,True,True,
SUP-164,Q4,en,democracy,1,5,4,5,1,'▁democracy',4,5,3,False,True,
SUP-165,Q1,zh,人權,1,12,4,6,2,'人' | '權',5,12,3,True,True,
SUP-165,Q1,en,human rights,1,11,4,6,2,'▁human' | '▁rights',5,11,3,False,True,
SUP-166,Q2,zh,人權,1,11,2,4,2,'人' | '權',3,11,1,True,True,
SUP-166,Q2,en,human rights,1,9,7,9,2,'▁human' | '▁rights',8,9,6,False,True,
SUP-167,Q3,zh,人權,1,9,6,8,2,'的人' | '權',7,9,5,False,True,
SUP-167,Q3,en,human rights,1,12,8,10,2,'▁human' | '▁rights',9,12,7,False,True,
SUP-168,Q4,zh,人權,1,7,5,7,2,'人' | '權',6,7,4,True,True,
SUP-168,Q4,en,human rights,1,6,4,6,2,'▁human' | '▁rights',5,6,3,False,True,
SUP-169,Q1,zh,言論自由,1,13,4,7,3,'言' | '論' | '自由',6,13,3,True,True,
SUP-169,Q1,en,freedom of speech,1,12,4,7,3,'▁freedom' | '▁of' | '▁speech',6,12,3,False,True,
SUP-170,Q2,zh,言論自由,1,12,2,5,3,'言' | '論' | '自由',4,12,1,True,True,
SUP-170,Q2,en,freedom of speech,1,10,7,10,3,'▁freedom' | '▁of' | '▁speech',9,10,6,False,True,
SUP-171,Q3,zh,言論自由,1,10,6,9,3,'言' | '論' | '自由',8,10,5,True,True,
SUP-171,Q3,en,freedom of speech,1,13,8,11,3,'▁freedom' | '▁of' | '▁speech',10,13,7,False,True,
SUP-172,Q4,zh,言論自由,1,8,5,8,3,'言' | '論' | '自由',7,8,4,True,True,
SUP-172,Q4,en,freedom of speech,1,7,4,7,3,'▁freedom' | '▁of' | '▁speech',6,7,3,False,True,
SUP-173,Q1,zh,法治,1,12,4,6,2,'法' | '治',5,12,3,True,True,
SUP-173,Q1,en,the rule of law,1,13,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,13,3,False,True,
SUP-174,Q2,zh,法治,1,11,2,4,2,'法' | '治',3,11,1,True,True,
SUP-174,Q2,en,the rule of law,1,11,7,11,4,'▁the' | '▁rule' | '▁of' | '▁law',10,11,6,False,True,
SUP-175,Q3,zh,法治,1,9,6,8,2,'法' | '治',7,9,5,True,True,
SUP-175,Q3,en,the rule of law,1,14,8,12,4,'▁the' | '▁rule' | '▁of' | '▁law',11,14,7,False,True,
SUP-176,Q4,zh,法治,1,7,5,7,2,'法' | '治',6,7,4,True,True,
SUP-176,Q4,en,the rule of law,1,8,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,8,3,False,True,
SUP-177,Q1,zh,集會自由,1,13,4,7,3,'集' | '會' | '自由',6,13,3,True,True,
SUP-177,Q1,en,freedom of assembly,1,12,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,12,3,False,True,
SUP-178,Q2,zh,集會自由,1,12,2,5,3,'集' | '會' | '自由',4,12,1,True,True,
SUP-178,Q2,en,freedom of assembly,1,10,7,10,3,'▁freedom' | '▁of' | '▁assembly',9,10,6,False,True,
SUP-179,Q3,zh,集會自由,1,10,6,9,3,'集' | '會' | '自由',8,10,5,True,True,
SUP-179,Q3,en,freedom of assembly,1,13,8,11,3,'▁freedom' | '▁of' | '▁assembly',10,13,7,False,True,
SUP-180,Q4,zh,集會自由,1,8,5,8,3,'集' | '會' | '自由',7,8,4,True,True,
SUP-180,Q4,en,freedom of assembly,1,7,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,7,3,False,True,
